index 513
DMU 250
input 3
output 3
instance 3
DMU   i1   i2   i3   o1   o2   o3   eff  err
102   13   46   13   19   24   22    69    7
103   12   31   47   47   47   52    97   17
104   37   32   11   22   23   20    61    7
105   24   33   22   24   25   25    77    5
106   27   42   47   33   34   36    78    3
107   14   11   46   35   32   37    77   13
108   11   24   41   23   22   25    62    6
109   32   17   20   25   24   23    71    8
110   23   43   14   19   23   21    66    5
111   34   35   14   20   22   19    62    5
112   12   40   39   38   40   43    74   17
113   41   46   28   50   52   49    92   17
114   40   21   43   42   39   40    67   16
115   34   19   39   36   33   35    89    6
116   22   18   12   29   30   28    85   15
117   25   12   19   29   28   28    66   16
118   44   43   50   63   62   63    96   18
119   47   14   10   37   35   31    85   16
120   35   12   44   36   30   34    97    1
121   45   34   26   48   48   46    91   17
122   19   27   31   39   40   41    94   15
123   21   26   49   31   29   33    71    6
124   23   32   31   28   29   29    64   10
125   17   17   46   33   31   34    62   14
126   14   29   33   31   32   34    77   12
127   32   48   13   31   36   31    89    8
128   22   18   38   28   27   29    60   11
129   16   14   25   21   20   22    82    5
130   43   28   26   35   34   33    83    8
131   32   30   12   35   37   34    78   18
132   23   10   20   32   30   30    87   15
133   43   45   33   43   44   42    74   14
134   19   13   14   26   25   25    68   15
135   21   12   15   23   22   22    97    7
136   15   40   34   25   27   29    76    4
137   32   41   27   30   32   30    80    5
138   13   47   33   36   39   40    68   17
139   20   38   15   17   20   18    63    4
140   38   11   47   42   38   41    61   19
141   18   33   14   17   20   18    81    2
142   43   17   15   34   33   30    66   17
143   12   16   12   15   15   15    93    3
144   14   11   34   27   25   28    67   12
145   32   43   35   32   33   33    74    6
146   23   14   45   39   35   39    93    9
147   14   24   28   26   26   27    75    9
148   10   26   15   21   24   24    91    8
149   14   38   13   23   28   26    94    7
150   16   28   11   16   18   17    71    5
151   40   42   30   31   32   30    64    8
152   35   28   13   27   28   25    76    9
153   10   17   34   23   22   25    72    7
154   19   18   41   28   26   30    73    7
155   10   45   23   24   27   27    64   10
156   19   26   24   25   25   26    74    8
157   28   33   22   28   30   28    89    5
158   17   36   39   43   45   47    88   17
159   38   39   34   41   42   41    92    8
160   21   21   15   22   22   22    66   10
161   32   31   29   41   41   41    79   17
162   30   32   16   22   24   21    89    1
163   20   16   48   35   31   37   100    3
164   26   48   34   34   37   37    77    9
165   41   34   36   40   39   39    93    5
166   38   19   15   34   33   30    94   11
167   10   28   31   40   42   44    91   20
168   25   44   13   19   23   20    79    1
169   28   11   15   21   19   18    92    3
170   42   30   45   41   39   40    64   14
171   43   27   39   53   50   50    97   15
172   16   25   45   32   30   35    97    2
173   38   16   34   27   25   25    68    5
174   36   38   18   44   46   43    96   17
175   24   17   34   40   38   40    83   17
176   48   49   49   48   48   48    70   14
177   34   29   13   33   34   31    88   12
178   23   47   18   34   38   36    85   13
179   12   18   38   32   31   34    71   14
180   34   14   29   45   42   42    91   19
181   44   34   36   42   42   41    63   18
182   32   20   41   41   39   41    73   16
183   32   20   45   28   25   27    73    1
184   28   45   20   27   31   28    83    5
185   37   32   49   45   43   45    66   17
186   46   10   10   22   19   15    87    1
187   10   46   11   13   18   16    63    3
188   44   16   17   41   38   35    90   16
189   19   40   46   51   52   56    93   19
190   46   22   44   40   36   37    74    9
191   16   15   42   36   33   38    98    9
192   35   28   28   21   21   20    66    1
193   21   31   37   37   37   39    86   11
194   45   25   16   32   31   28    84    8
195   47   48   25   33   35   32    65    9
196   20   16   32   42   40   42    88   20
197   42   30   29   35   34   32    96    2
198   21   14   45   25   22   25    69    3
199   24   12   40   40   37   40    72   19
200   35   24   37   33   31   32    64   11
201   44   31   23   37   37   35    60   18
202   39   42   44   41   41   42    84    6
203   11   26   47   46   45   50    85   20
204   36   44   43   48   49   50   100    8
205   22   26   40   47   46   49    91   19
206   29   20   24   36   35   35    99   11
207   47   32   43   38   36   37    73    7
208   25   33   28   29   30   30    73    9
209   26   28   48   37   35   39    98    1
210   43   33   20   36   36   33    70   14
211   25   32   38   39   39   41    69   17
212   40   23   31   33   31   31    94    2
213   42   47   37   33   34   33    79    1
214   24   46   14   19   23   20    71    3
215   25   10   27   37   34   36    85   17
216   26   42   40   26   27   28    69    2
217   38   46   34   44   46   45    75   16
218   38   40   21   41   43   40    70   20
219   22   46   29   27   30   29    72    6
220   23   20   43   35   32   36    81    9
221   38   26   31   38   37   36    92    8
222   40   36   34   39   39   38    80   10
223   34   18   11   21   20   17    79    4
224   11   46   48   37   39   43    89    7
225   27   43   46   50   51   53    88   16
226   20   17   27   23   22   23    74    6
227   12   15   18   20   20   21    98    5
228   30   47   41   30   32   32    77    1
229   46   24   34   39   37   37    68   14
230   27   26   11   32   33   31    65   19
231   17   28   29   44   45   46    98   20
232   42   23   43   40   37   38    84    7
233   34   44   21   32   34   32    64   13
234   48   22   32   44   42   41    66   20
235   40   36   30   35   35   33    94    2
236   47   46   22   49   51   47    91   17
237   11   37   24   16   19   19    69    2
238   44   27   23   31   30   27    88    3
239   26   25   29   20   19   20    65    2
240   28   22   17   30   30   29    63   16
241   18   25   43   35   34   37    74   12
242   44   11   33   48   42   43   100   14
243   36   41   35   37   37   37    68   12
244   48   21   28   30   28   27    64    8
245   17   31   34   34   35   37    96    8
246   16   29   45   39   39   44   100    8
247   50   11   39   46   40   41    79   15
248   17   39   46   44   45   48    91   13
249   45   38   22   27   28   25    64    6
250   31   31   27   30   31   30    97    2
