index 272
DMU 150
input 3
output 3
instance 2
DMU   i1   i2   i3   o1   o2   o3   eff  err
 72   49   30   28   37   40   37    98    4
 73   39   35   23   38   38   35    70   15
 74   26   30   38   32   32   34    68   11
 75   13   26   17   31   27   27    97   10
 76   50   11   32   35   42   43    79   16
 77   44   13   49   25   34   39    86    2
 78   43   47   48   33   32   33    64    3
 79   28   11   41   31   37   41    78   15
 80   46   38   29   31   31   28    65    6
 81   44   36   33   50   51   49    92   16
 82   36   45   11   31   27   22    64    8
 83   19   26   22   19   17   17    75    1
 84   13   19   40   35   37   43    93   15
 85   48   32   30   43   45   43    77   16
 86   36   18   47   31   37   42    93    5
 87   16   47   42   46   41   44    82   14
 88   50   34   27   48   50   46    94   14
 89   18   43   16   28   22   20    67    6
 90   15   34   33   43   40   42    76   20
 91   40   49   38   43   41   40    70   12
 92   34   15   14   25   27   25    78   10
 93   23   13   39   33   37   42    83   16
 94   35   14   19   27   31   29    82   11
 95   20   50   10   48   39   34    82   19
 96   11   27   50   31   31   36    66   12
 97   12   41   45   39   35   39    87    8
 98   33   26   20   31   31   29    63   14
 99   39   38   30   53   52   50    89   20
100   49   19   30   24   30   29    83    1
101   13   41   42   33   30   33    78    6
102   43   40   44   42   42   43    64   15
103   46   35   28   52   53   49    94   18
104   24   24   13   34   33   30    94   14
105   19   39   16   41   36   34    70   20
106   21   35   38   45   43   45    85   17
107   24   30   21   34   32   30    89   10
108   25   35   31   24   23   23    73    1
109   33   19   49   33   39   44    86    9
110   34   24   34   30   32   33    73    9
111   36   22   42   39   43   46    73   18
112   24   31   39   31   31   33    86    4
113   15   13   42   26   30   36    79   11
114   27   37   46   33   32   35    76    5
115   37   43   26   41   38   34    88    7
116   39   47   13   44   38   30    98    6
117   24   41   14   24   19   16    73    1
118   14   50   41   53   46   48    91   16
119   43   18   15   33   36   32    91   12
120   30   38   26   26   24   22    68    3
121   12   18   12   22   20   19   100    6
122   29   48   14   39   34   29    68   14
123   46   13   23   23   27   26    66    8
124   45   45   40   52   51   50    98    9
125   14   17   35   28   29   34    79   12
126   40   23   33   34   38   39    92    8
127   27   33   21   24   22   21    62    6
128   37   13   49   30   38   44    88    8
129   46   50   18   33   30   24    68    4
130   35   21   39   39   44   47    99   12
131   45   38   17   44   43   38    68   20
132   36   19   36   30   34   36    83    8
133   15   13   13   22   23   22    77   12
134   43   16   14   33   36   33    64   19
135   11   37   35   49   44   47    96   19
136   26   17   24   28   30   30    70   14
137   25   22   44   36   39   45    96   10
138   14   47   43   49   43   46    97   11
139   20   42   14   27   21   17    82    1
140   19   16   37   25   28   32    79    9
141   32   23   44   33   36   40    78   10
142   46   37   31   27   28   26    70    1
143   40   26   48   34   38   42    83    6
144   45   41   17   37   35   29    84    6
145   35   23   45   25   28   31    66    5
146   34   39   48   34   34   37    66    8
147   43   31   32   27   28   28    68    4
148   19   15   10   23   23   21    78   11
149   50   49   17   45   42   35    69   15
150   18   27   49   35   36   43    94    7
