index 543
DMU 250
input 4
output 4
instance 3
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
164   47   41   46   24   35   39   38   37    76    7
165   34   27   26   11   22   24   25   23    78    4
166   17   28   29   42   32   28   27   30    99    1
167   23   43   34   44   35   32   31   34    64   10
168   21   48   22   32   24   18   19   22    67    0
169   40   36   30   47   49   46   49   48    99   10
170   46   22   11   37   24   22   29   24    81    1
171   24   44   27   23   34   30   29   32    95    3
172   26   25   29   28   33   34   33   33    72   14
173   22   17   18   25   33   33   34   33   100   13
174   43   44   11   33   29   24   29   28    76    2
175   36   41   35   48   56   53   54   55    97   16
176   21   28   17   31   38   34   35   36    82   16
177   34   16   29   45   27   28   30   28    75    5
178   50   11   39   17   36   46   46   40    78   19
179   39   46   45   38   40   40   39   40    63   13
180   22   31   31   27   36   36   34   36    88   11
181   28   43   13   34   35   27   30   32    93    3
182   49   18   28   27   21   25   27   23    64    4
183   36   36   19   44   23   20   23   22    62    1
184   49   36   41   13   30   34   34   31    66    9
185   39   28   39   25   32   36   36   33    95    3
186   47   22   40   49   35   38   40   37    65   12
187   28   31   14   11   21   20   22   21    92    1
188   27   29   17   39   31   26   29   29   100    1
189   29   50   27   11   42   40   39   41    72   19
190   38   38   15   30   27   23   27   26    77    2
191   14   37   13   44   42   34   35   39    77   17
192   36   46   40   44   44   42   41   43    81    9
193   18   19   38   47   37   38   36   37    67   17
194   39   36   17   19   27   26   28   27    74    6
195   15   13   12   10   26   27   27   26    92   15
196   15   49   33   49   49   42   40   46    72   18
197   33   15   19   13   15   18   19   16    70    3
198   22   14   42   18   19   23   21   20    62    6
199   42   18   26   28   22   26   29   24    88    0
200   26   24   28   48   43   41   42   42    97   12
201   22   27   23   33   36   33   33   35   100    8
202   22   16   27   34   29   29   29   29    74   11
203   37   16   48   15   32   42   39   35    86   12
204   45   21   15   10   35   39   44   38    99   16
205   10   21   32   17   16   17   14   16    65    3
206   13   19   47   11   37   44   36   39    95   18
207   27   28   27   12   15   17   16   16    63    1
208   21   16   12   24   13   12   14   13    65    1
209   42   17   39   35   36   41   41   38    64   18
210   16   46   35   47   53   46   44   50    91   16
211   41   44   21   14   31   30   32   31    84    5
212   12   27   39   10   24   27   21   25    88    5
213   32   33   28   37   35   33   34   34    84    7
214   24   18   47   26   21   27   23   23    76    2
215   30   18   13   11   24   25   27   24    76   11
216   31   16   43   17   35   41   39   37    75   18
217   24   43   25   41   41   34   35   38    91    7
218   44   21   14   26   32   33   38   33    86   11
219   22   23   14   24   29   27   28   28    71   13
220   39   38   42   16   20   23   22   21    63    0
221   29   39   50   27   38   41   37   39    79   10
222   43   44   41   29   35   36   35   35    61   11
223   42   14   47   47   30   36   36   32    85    2
224   18   46   33   20   42   39   36   41    80   16
225   38   35   21   41   47   43   47   46    87   16
226   13   23   23   33   35   33   32   34    86   14
227   16   37   13   40   23   17   18   21    64    3
228   43   24   48   16   38   45   43   41    72   18
229   36   34   15   38   36   31   36   34    94    5
230   46   19   22   14   25   29   31   27    63   12
231   10   34   35   50   35   31   29   33    61   13
232   41   49   23   23   27   25   27   27    76    0
233   48   20   19   44   23   23   28   24    69    2
234   29   21   35   19   25   28   27   26    68    9
235   25   20   22   31   35   34   36   35    98   11
236   42   30   29   39   29   29   31   29    78    2
237   38   24   48   27   30   36   34   32    70    9
238   18   15   48   34   36   41   36   38    81   15
239   14   16   44   41   24   26   22   24    79    2
240   19   38   15   13   27   23   23   25    90    5
241   24   50   18   14   31   27   27   29    72    9
242   46   50   29   41   38   35   38   37    60   12
243   14   47   47   39   31   28   23   29    74    1
244   19   45   24   49   35   27   28   32    78    4
245   31   34   22   24   21   19   20   20    65    2
246   32   10   20   34   41   44   47   43    99   20
247   12   18   41   12   32   37   31   33    85   16
248   39   50   38   45   56   52   53   55    98   12
249   15   30   33   48   41   37   35   39    81   13
250   49   30   32   42   38   40   43   39    94    4
