index 277
DMU 150
input 3
output 3
instance 7
DMU   i1   i2   i3   o1   o2   o3   eff  err
 89   19   29   46   35   38   38    80   12
 90   49   17   47   45   48   49    89   14
 91   21   49   48   33   34   34    78    3
 92   45   25   40   39   40   40    70   14
 93   14   32   21   36   35   35    73   19
 94   37   23   14   34   33   33    86   12
 95   41   16   22   40   40   41    85   18
 96   11   33   26   26   25   25    61   11
 97   45   27   17   26   25   25    82    1
 98   12   33   17   33   31   31    94   12
 99   18   30   26   36   35   35    83   15
100   35   38   25   35   34   33    89    5
101   43   15   45   34   38   38    84    8
102   15   11   12   21   21   21    71   12
103   42   34   43   41   42   42    92    5
104   46   41   46   39   40   40    67   10
105   43   47   13   38   33   32    98    1
106   36   15   33   39   41   42    81   18
107   32   38   42   31   31   31    75    3
108   49   30   43   46   47   47    70   18
109   49   41   14   36   33   32    74    8
110   45   45   22   32   29   29    75    2
111   13   47   23   25   23   23    68    5
112   48   13   43   31   34   35    84    4
113   47   24   47   45   47   47    72   18
114   19   11   46   18   22   22    69    3
115   23   23   21   26   26   26    99    4
116   34   14   20   24   24   24    67    9
117   21   18   33   32   34   35    99   10
118   14   36   42   44   45   45    86   18
119   29   48   14   33   29   28    96    1
120   43   21   29   41   42   42    77   18
121   19   43   40   30   30   30    64    8
122   41   35   27   42   41   41    85   12
123   14   44   36   38   37   37    68   16
124   43   10   14   20   20   20    90    0
125   43   46   28   39   37   37    71   10
126   17   38   40   28   28   28    70    6
127   36   12   26   36   37   37    72   19
128   39   31   20   36   35   34    63   16
129   32   19   26   38   38   38    78   18
130   17   19   32   33   35   35    88   14
131   28   45   48   51   52   52    89   16
132   23   47   15   40   36   35    96   10
133   26   27   47   33   36   36    84    7
134   46   42   11   46   41   40    98   10
135   14   15   31   34   36   36    97   16
136   48   13   21   28   28   28    74    8
137   12   49   17   42   38   38    98   14
138   34   16   36   33   35   36    79   12
139   34   32   48   50   52   53    94   16
140   16   44   40   33   33   33    84    5
141   34   22   15   23   22   22    87    2
142   47   18   33   21   22   23    62    2
143   24   23   49   41   45   45    98   12
144   15   11   42   34   38   38    86   17
145   35   13   15   25   24   25    98    4
146   43   47   21   34   31   31    78    3
147   43   42   48   38   39   39    64   10
148   47   47   11   35   31   30    77    5
149   16   31   48   30   32   32    76    7
150   50   29   22   41   40   40    67   18
