index 573
DMU 250
input 5
output 5
instance 3
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
109   44   31   23   39   42   51   49   52   50   51    89   18
110   44   11   26   47   36   48   49   50   52   50    98   17
111   44   43   22   26   40   35   32   34   32   33    60   12
112   29   20   24   47   32   46   48   47   49   49    90   20
113   43   25   33   28   26   47   46   47   47   46    86   20
114   28   48   43   33   20   32   33   31   31   31    93    1
115   25   32   38   40   23   32   34   32   33   33    67   12
116   31   42   47   37   24   49   50   48   49   49    91   17
117   46   14   25   10   27   26   23   25   25   24    63    9
118   26   42   40   38   46   37   39   38   37   38    77    8
119   34   38   40   21   22   40   39   39   38   38    69   18
120   46   29   23   20   43   31   28   31   29   30    78    4
121   38   26   31   40   36   43   43   44   45   44    89   13
122   34   34   18   11   11   22   20   21   20   20    60    8
123   46   48   27   43   46   27   25   27   26   27    62    0
124   20   17   27   12   15   23   23   23   23   22    95    6
125   18   30   47   41   46   39   43   41   42   42    75   14
126   24   34   27   26   11   26   25   24   25   24    89    4
127   17   28   29   42   23   36   38   37   38   38    63   20
128   43   34   44   21   48   47   45   47   45   45    96    9
129   22   32   40   36   30   44   46   44   45   45    88   17
130   47   46   22   11   37   29   24   28   24   26    64    5
131   24   44   27   23   26   47   46   46   44   45    97   18
132   25   29   28   22   17   38   38   37   37   37    82   18
133   18   25   43   44   11   37   41   36   40   39    80   17
134   33   36   41   35   48   36   37   37   37   37    74    8
135   21   28   17   31   34   21   22   22   22   23    67    4
136   16   29   45   50   11   20   24   20   23   22    61    4
137   39   17   39   46   45   46   48   48   50   48    79   18
138   38   22   31   31   27   34   34   34   35   34    61   16
139   28   43   13   34   49   36   35   38   34   37    81    8
140   18   28   27   36   36   22   24   23   23   24    62    5
141   19   44   49   36   41   40   43   41   41   42    65   17
142   13   39   28   39   25   41   44   41   42   43    88   17
143   47   22   40   49   28   38   39   38   41   39    86    7
144   31   14   11   27   29   33   32   33   33   33    64   18
145   17   39   29   50   27   29   33   30   32   32    92    2
146   11   38   38   15   30   29   30   28   27   28    91    5
147   14   37   13   44   36   29   31   31   30   32    71   10
148   46   40   44   18   19   47   43   44   44   42    99   12
149   38   47   39   36   17   33   33   32   32   32    86    3
150   19   15   13   12   10   16   15   15   15   15    82    4
151   15   49   33   49   33   25   28   26   26   27    66    3
152   15   19   13   22   14   17   17   17   17   17    67    6
153   42   18   42   18   26   23   22   22   23   21    62    4
154   28   26   24   28   48   40   40   41   40   41    79   15
155   22   27   23   33   22   26   27   27   27   27    67   10
156   16   27   34   37   16   25   28   25   27   26    84    5
157   48   15   45   21   15   28   27   27   29   26    62   10
158   10   10   21   32   17   27   29   27   29   28    61   17
159   13   19   47   11   27   40   42   39   41   40    98   18
160   28   27   12   21   16   14   12   14   13   13    64    0
161   12   24   42   17   39   28   31   29   29   29    94    4
162   35   16   46   35   47   43   45   44   46   45    78   16
163   41   44   21   14   12   45   39   42   39   40    94   17
164   27   39   10   32   33   32   31   33   30   32    72   11
165   28   37   24   18   47   42   41   43   40   42    90   13
166   26   30   18   13   11   35   32   33   32   32    95   15
167   31   16   43   17   24   35   35   35   36   34    66   18
168   43   25   41   44   21   37   37   36   39   37    73   12
169   14   26   22   23   14   24   25   24   24   25    60   13
170   24   39   38   42   16   31   33   30   32   32    84    6
171   29   39   50   27   43   44   45   44   44   44    75   16
172   44   41   29   42   14   45   44   44   45   44    83   17
173   47   47   18   46   33   48   45   48   46   47    83   15
174   20   38   35   21   41   34   35   34   33   34    93    5
175   13   23   23   33   16   28   30   28   29   29    66   15
176   37   13   40   43   24   41   44   41   46   43    96   13
177   48   16   36   34   15   18   18   18   20   17    62    0
178   38   46   19   22   14   26   23   24   23   23    62    7
179   10   34   35   50   41   29   35   31   33   34    95    0
180   49   23   23   48   20   34   32   33   35   34    91    4
181   19   44   29   21   35   33   33   33   31   33    69   12
182   19   25   20   22   31   28   28   29   28   29    69   12
183   42   30   29   39   38   35   34   35   35   35    75    8
184   24   48   27   18   15   24   22   22   21   22    64    6
185   48   34   14   16   44   37   32   37   33   34    82    8
186   41   19   38   15   13   34   31   32   33   31    95    9
187   24   50   18   14   46   30   28   31   26   29    74    6
188   50   29   41   14   47   39   36   38   37   36    82    7
189   47   39   19   45   24   42   39   41   41   41    86   11
190   49   31   34   22   24   25   22   24   23   23    61    4
191   32   10   20   34   12   18   19   18   21   19    79    2
192   18   41   12   39   50   29   30   31   29   32    82    3
193   38   45   15   30   33   39   37   39   36   38    64   17
194   48   49   30   32   42   55   52   55   52   53    92   16
195   22   47   11   27   39   32   31   33   29   32    92    4
196   43   22   33   20   26   37   34   36   36   34    88   10
197   11   48   42   43   19   33   36   32   33   34    66   13
198   29   33   39   22   19   42   42   41   41   41    96   15
199   46   18   28   43   23   38   37   38   40   38    70   16
200   34   40   45   29   39   38   38   38   38   38    83    7
201   10   32   15   11   14   28   27   27   25   27    86   13
202   34   31   42   16   16   18   17   17   17   16    61    1
203   40   41   46   45   18   37   38   36   38   37    63   14
204   16   44   18   15   48   25   24   26   21   25    79    1
205   13   11   15   25   40   33   34   35   35   35    83   16
206   44   45   14   48   32   30   28   30   29   30    63    6
207   16   11   36   26   19   20   23   20   23   21    77    5
208   47   28   24   34   16   29   26   28   28   27    91    1
209   32   25   44   24   20   28   28   27   28   27    65    9
210   15   36   21   25   21   17   18   17   16   17    69    1
211   21   45   45   41   22   31   34   31   32   32    77    6
212   41   42   47   43   11   32   32   30   32   31    84    2
213   43   40   23   30   38   34   32   34   32   33    62   11
214   35   26   32   19   26   24   22   23   23   22    68    4
215   47   40   38   40   23   44   43   43   43   43    63   20
216   18   21   44   18   48   30   32   31   31   31    99    1
217   13   43   16   34   22   35   36   35   33   36    91   12
218   28   28   26   23   19   36   35   35   35   35    83   15
219   25   29   24   24   30   30   29   30   29   30    85    7
220   26   19   44   25   31   24   25   24   26   24    68    5
221   45   12   16   28   21   26   24   25   26   25    61   10
222   32   49   13   16   38   48   44   48   43   46    90   19
223   40   14   20   44   44   29   29   30   31   30    64    8
224   37   33   36   37   48   36   37   37   37   37    79    6
225   45   42   12   19   44   41   37   41   37   39    72   15
226   12   15   42   48   28   16   20   17   20   19    63    0
227   29   11   32   26   28   33   34   33   35   34    82   13
228   49   14   17   49   31   33   32   33   35   34    62   13
229   45   22   50   26   47   43   42   42   44   42    92    7
230   32   25   28   13   38   26   24   26   24   25    64    7
231   43   14   12   16   45   34   31   35   33   33    66   15
232   15   42   50   22   27   28   30   27   28   28    70    7
233   27   31   17   24   42   23   22   24   21   23    77    0
234   22   20   12   38   47   34   35   37   36   37    91    9
235   50   24   36   49   15   42   42   41   44   41    79   15
236   45   13   15   14   41   36   32   36   34   34    83   12
237   34   38   34   26   26   32   31   32   31   31    66   11
238   25   41   36   21   13   35   35   34   34   34    62   18
239   29   11   35   30   37   32   33   32   34   33    61   15
240   36   14   22   44   13   27   28   27   30   28    90    5
241   11   26   19   18   48   34   35   35   34   35    61   19
242   28   20   31   29   40   36   37   37   37   37    78   13
243   22   10   24   28   15   20   21   20   22   21    70    7
244   49   35   48   31   44   43   41   42   42   41    84    7
245   20   45   20   30   16   32   32   31   30   31    95    7
246   26   38   47   38   29   34   37   34   36   35    92    3
247   38   48   39   11   49   38   35   37   34   35    75    8
248   39   23   23   28   12   37   35   36   37   36    95   13
249   23   22   10   38   35   23   24   25   24   25    69    6
250   13   16   31   15   50   35   36   36   36   36    79   15
