index 459
DMU 200
input 5
output 5
instance 9
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
144   33   17   25   20   41   39   37   38   41   40    95   13
145   23   29   25   45   24   23   24   25   23   24    79    1
146   40   22   36   29   37   25   24   25   26   26    70    2
147   48   34   25   26   18   32   33   31   32   30    90    4
148   50   37   50   18   17   41   41   38   38   39    89    8
149   37   32   42   47   34   56   56   58   56   58    96   20
150   37   31   18   41   28   30   30   30   31   30    72    8
151   46   28   42   17   24   37   36   35   36   36    75   12
152   42   45   16   14   26   34   36   32   35   30    81   10
153   16   35   41   42   14   32   33   34   29   33    70   12
154   29   12   19   13   40   34   32   33   37   35    75   17
155   46   18   26   19   20   46   45   44   47   45   100   19
156   18   18   11   19   11   15   15   15   15   14    77    3
157   47   14   13   22   33   35   34   34   39   35    93   11
158   15   42   42   13   15   37   39   36   33   35    83   15
159   44   20   35   16   12   27   27   26   26   27    60   11
160   24   45   33   46   15   45   47   46   42   44    87   17
161   11   26   50   45   32   33   32   35   31   36    63   13
162   23   31   41   33   19   34   34   34   32   35    74   12
163   34   27   43   47   43   43   42   44   43   45    68   17
164   22   14   19   21   48   35   33   35   37   36    66   19
165   30   47   37   38   36   41   42   41   40   40    77   12
166   35   14   36   48   18   44   42   45   43   47    83   19
167   39   32   41   17   33   37   37   35   37   36    90    7
168   20   16   16   46   12   21   22   24   21   23    84    4
169   18   25   10   26   47   20   19   20   23   20    77    1
170   21   25   34   25   47   39   37   39   40   40    69   18
171   28   48   37   48   15   51   54   52   48   50    95   18
172   13   17   23   46   16   16   16   18   16   18    62    3
173   17   45   28   39   42   32   33   33   32   32    60   12
174   21   38   36   36   40   44   44   45   44   44    71   20
175   44   29   15   49   21   24   25   25   25   24    71    2
176   35   11   18   49   18   27   26   28   28   29    63   11
177   47   28   14   42   38   42   42   43   46   42    74   18
178   47   18   38   47   37   49   46   49   50   51    88   16
179   45   30   38   32   29   32   31   31   31   32    61   10
180   36   50   35   48   42   59   61   60   59   58    99   18
181   16   13   23   46   26   26   24   28   26   29    93    4
182   22   17   22   26   24   30   29   30   30   31    94    9
183   16   45   11   26   15   24   27   24   23   21    72    8
184   26   43   19   32   36   38   40   38   39   37    69   17
185   15   39   19   34   17   26   28   27   24   24    98    2
186   14   12   50   12   14   16   14   16   13   18    65    2
187   36   45   23   33   31   25   27   25   26   23    66    3
188   33   20   25   21   32   42   41   41   44   42    99   16
189   36   45   48   27   31   46   47   45   44   45    78   16
190   25   44   40   33   22   40   42   40   37   39    99    7
191   11   45   23   22   18   27   30   27   25   24    96    4
192   11   45   41   38   43   40   40   41   38   40    82   11
193   22   25   44   18   14   24   24   23   21   24    78    4
194   44   26   47   46   19   34   34   35   33   36    61   12
195   34   15   39   45   30   37   35   38   37   40    66   16
196   21   15   42   34   18   26   24   26   24   28    64    9
197   31   25   41   22   30   46   45   45   45   47    88   19
198   12   27   13   29   19   20   21   21   20   20    70    7
199   27   15   18   37   42   33   32   34   35   35    61   17
200   50   36   28   26   14   43   45   41   42   41    94   13
