index 332
DMU 150
input 5
output 5
instance 2
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
 85   42   32   22   42   33   35   35   36   35   35    74   10
 86   37   38   48   11   31   40   42   39   40   42    70   17
 87   35   37   47   28   11   49   47   51   50   50    99   18
 88   45   45   11   14   36   31   35   29   32   33    76    9
 89   32   40   20   30   43   45   46   42   44   44    88   15
 90   40   28   21   18   22   26   29   27   28   28    69   10
 91   39   17   22   29   36   17   19   18   18   19    64    0
 92   29   24   20   28   11   40   40   43   41   41    99   19
 93   20   48   20   18   47   48   49   42   47   45    90   18
 94   29   36   14   28   15   29   28   29   30   28    91    7
 95   42   14   25   43   27   34   34   37   34   35    63   16
 96   43   32   44   17   26   33   36   34   35   37    92    5
 97   20   28   33   32   32   31   29   30   30   29    81    6
 98   16   37   13   39   33   26   24   24   25   22    81    2
 99   28   14   44   44   20   35   33   38   35   35    68   15
100   35   39   23   36   23   38   37   39   39   37    90   10
101   23   36   29   26   38   35   35   32   34   34    81    9
102   48   23   41   41   18   46   46   51   48   49    83   20
103   50   18   16   48   29   34   36   39   36   36    80   11
104   42   12   38   18   49   40   44   41   40   44    78   17
105   18   33   27   14   46   38   39   33   36   37    87   12
106   20   46   47   32   29   42   40   40   41   40    76   14
107   28   20   33   34   16   33   32   35   33   33    67   16
108   16   18   28   19   44   40   41   37   38   39    90   16
109   33   20   38   39   46   52   52   53   51   53    97   18
110   33   41   43   19   45   32   33   29   32   33    73    5
111   20   49   35   21   40   35   34   30   34   33    87    4
112   38   17   12   41   39   25   27   27   25   26    69    6
113   48   30   47   29   12   27   28   31   29   31    86    1
114   47   27   29   49   24   36   36   41   37   37    91    6
115   18   29   28   24   19   21   19   20   20   20    84    0
116   19   20   16   41   14   32   29   34   32   29    88   12
117   46   32   44   47   34   46   45   48   46   46    65   20
118   21   15   30   37   43   40   39   39   38   39    92   12
119   41   12   17   18   45   35   39   35   35   38    81   15
120   32   40   20   20   49   30   33   27   30   30    71    7
121   20   22   25   15   28   19   20   18   19   19    71    3
122   27   15   13   39   26   29   29   31   29   28    90    8
123   28   17   40   31   30   38   38   39   38   39    70   18
124   42   13   16   40   21   16   16   19   17   17    62    1
125   43   26   11   40   42   35   37   36   35   35    76   11
126   21   38   38   22   50   36   37   32   35   35    84    6
127   34   31   41   33   47   40   41   39   39   40    64   16
128   34   26   37   49   13   36   33   40   36   35    83   10
129   22   41   45   39   50   49   47   46   47   46    90   11
130   44   31   12   28   29   32   34   33   33   33    78   11
131   46   18   32   20   24   31   35   34   33   36    92    8
132   23   12   43   35   15   26   25   29   26   27    65   10
133   23   37   25   28   34   40   39   38   39   38    74   17
134   27   22   27   19   35   29   31   29   29   31    95    5
135   50   26   34   48   49   42   43   44   42   43    68   15
136   39   30   33   12   29   30   34   30   32   34    94    5
137   31   11   22   22   20   37   39   39   38   39    97   18
138   26   18   32   40   24   25   24   27   25   25    62    8
139   13   35   12   39   27   38   35   36   37   34    83   15
140   34   18   10   44   39   35   36   36   35   35    61   18
141   11   18   14   11   27   22   23   20   21   21    87    7
142   31   31   41   37   49   39   39   37   37   38    98    1
143   21   22   21   44   13   41   37   43   41   38    88   19
144   49   11   35   46   42   39   41   43   40   42    78   13
145   32   24   25   13   11   17   19   18   18   19    64    5
146   15   42   25   26   21   39   36   36   38   36    89   14
147   48   13   39   16   16   35   39   40   37   42    98   13
148   45   22   38   37   39   31   33   33   32   33    68    8
149   16   28   46   36   35   49   46   48   47   47    91   18
150   17   12   37   18   14   27   26   28   27   28    98    8
