index 366
DMU 200
input 2
output 2
instance 6
DMU   i1   i2   o1   o2   eff  err
135   49   27   44   50    76   18
136   15   23   35   33    73   20
137   38   46   49   47    93    9
138   11   28   29   26    65   15
139   35   35   30   30    80    2
140   22   44   27   22    65    3
141   48   19   39   47    85   14
142   29   28   35   35    91    9
143   35   14   35   41    77   19
144   44   46   49   49    80   13
145   15   36   35   29    94    8
146   38   28   22   24    66    1
147   28   31   45   44    99   15
148   21   42   39   33    95    6
149   25   43   50   45    83   19
150   24   28   29   27   100    2
151   50   19   34   41    65   15
152   35   42   52   50    97   14
153   40   45   52   51    77   19
154   45   27   38   42    71   14
155   39   13   28   34    72   12
156   42   12   34   41    72   18
157   37   35   46   46    86   15
158   10   38   22   17    61    5
159   41   37   39   40    93    3
160   12   40   35   29    69   14
161   15   34   19   15    63    2
162   32   20   25   27    73    7
163   17   25   34   32    77   17
164   37   50   51   47    93    9
165   12   48   23   16    61    1
166   29   16   20   23    68    6
167   50   18   43   53    94   16
168   16   19   23   22    64   11
169   33   39   36   34    84    5
170   42   35   42   44    85   10
171   33   40   33   32    61   10
172   27   42   40   36    67   15
173   21   41   31   26    76    5
174   10   19   16   14    97    1
175   13   39   35   27    85    9
176   27   23   26   27    99    2
177   20   23   32   31    87   13
178   37   23   34   37    67   15
179   39   20   27   33    97    1
180   25   31   33   31    98    5
181   26   14   27   29    65   15
182   19   42   43   36    90   12
183   20   15   17   19    90    2
184   32   32   35   35    85    8
185   16   22   25   23    88    7
186   20   11   28   29    61   19
187   16   48   46   37    89   13
188   36   36   37   37    80    8
189   14   33   26   21    74    6
190   27   17   21   24    79    5
191   26   25   33   33    85   11
192   42   30   25   27    69    1
193   25   35   38   35    65   17
194   42   45   38   37    84    1
195   32   31   31   32    97    1
196   10   17   19   17    79    7
197   23   22   32   32    70   16
198   50   31   25   29    63    1
199   28   29   38   38    80   15
200   42   30   37   40    62   16
