index 399
DMU 200
input 3
output 3
instance 9
DMU   i1   i2   i3   o1   o2   o3   eff  err
 99   26   15   18   33   33   33    76   18
100   18   33   33   28   27   27    94    1
101   45   28   25   35   36   37    98    4
102   18   14   30   28   27   27    94    8
103   40   38   33   33   33   33    89    0
104   27   45   16   30   31   30    74    8
105   19   24   48   39   38   37    66   18
106   34   32   49   37   36   36    83    5
107   15   26   33   29   28   27    85    7
108   15   22   26   30   30   29    85   12
109   29   40   46   42   42   41    88    8
110   20   21   37   40   39   39    78   19
111   37   49   18   33   34   34    69    9
112   45   26   50   49   49   49    75   19
113   48   33   19   38   39   40    75   14
114   44   36   11   38   40   40    66   19
115   12   25   40   26   25   24    86    3
116   29   22   27   28   28   28    99    2
117   19   34   48   29   27   27    70    4
118   37   27   20   23   24   24    60    7
119   33   39   42   43   43   43    66   18
120   31   16   43   31   30   30    93    3
121   35   15   23   26   26   27    94    4
122   20   25   42   37   36   36    67   17
123   44   42   40   48   48   48    93    9
124   20   50   13   35   36   35    75   14
125   34   49   25   43   44   44    76   16
126   46   38   19   36   38   39    94    5
127   17   30   19   28   29   28    65   14
128   24   26   47   40   39   38    81   13
129   23   22   47   34   33   33    67   13
130   18   22   26   34   33   33    83   15
131   29   28   29   38   38   38    74   17
132   34   18   35   31   31   31    76    9
133   42   25   29   27   27   28    79    2
134   43   32   45   60   59   60   100   20
135   47   25   22   25   26   26    63    6
136   13   38   16   33   33   32    86   13
137   33   49   17   22   23   23    64    1
138   36   33   44   36   36   36    85    4
139   24   31   34   47   46   46    88   20
140   39   40   12   28   29   30    81    4
141   49   37   27   52   53   53    89   19
142   31   49   36   34   34   34    65    9
143   17   19   49   21   20   19    65    2
144   36   40   31   38   39   39    63   16
145   40   43   25   46   47   47    91   14
146   21   19   36   36   36   35    71   18
147   34   27   22   25   25   26    77    4
148   38   19   38   40   39   40    82   14
149   31   39   36   53   52   52    94   19
150   41   47   24   47   49   49    91   14
151   31   42   20   37   38   38    66   17
152   29   11   45   38   37   37    98   10
153   19   34   10   33   34   33    90   14
154   28   22   21   32   32   33    90   11
155   27   42   44   35   35   34    68    9
156   41   30   43   42   41   42    76   13
157   20   33   22   44   44   43    93   20
158   15   49   48   39   38   36    68   12
159   13   41   40   41   40   39    67   19
160   46   24   46   41   41   41    65   16
161   25   33   45   28   27   27    71    3
162   28   32   36   26   26   25    74    2
163   29   45   39   41   40   40    88    7
164   20   30   45   45   43   43    81   18
165   36   19   16   25   25   26    74    8
166   41   15   11   22   23   24    78    6
167   18   40   25   27   27   26    80    4
168   26   21   16   23   24   24    83    6
169   13   13   45   31   29   28    91    8
170   48   16   28   25   25   26    61    7
171   42   35   28   31   32   32    82    3
172   23   34   47   49   48   48    88   18
173   42   37   29   24   25   25    68    0
174   25   50   25   31   31   30    67    8
175   28   29   20   24   24   24    86    2
176   18   46   46   40   39   37    83    8
177   44   21   36   38   38   39    67   16
178   30   23   37   28   27   27    75    5
179   29   26   16   27   28   28    70   11
180   19   36   41   43   42   41    91   13
181   40   27   28   26   26   26    73    3
182   31   46   47   47   47   46    79   14
183   46   14   30   26   26   27    75    4
184   22   45   26   42   42   41    95   12
185   23   38   13   22   23   23    74    4
186   40   46   49   43   42   42    90    2
187   11   12   30   14   13   13    72    1
188   26   24   40   46   45   45    86   20
189   22   31   40   26   25   25    79    1
190   42   32   40   35   35   35    87    2
191   19   18   18   31   31   31    98   13
192   29   43   28   46   46   46    84   18
193   17   49   48   36   35   34    75    6
194   37   35   29   37   38   38    76   12
195   21   12   27   24   23   23    68   10
196   49   16   41   47   46   47   100   12
197   40   41   14   32   33   34    87    5
198   41   40   26   43   44   44   100    8
199   13   33   34   25   24   24    68    6
200   29   37   37   34   34   34    67   11
