index 276
DMU 150
input 3
output 3
instance 6
DMU   i1   i2   i3   o1   o2   o3   eff  err
127   15   36   38   49   49   40   100   15
128   28   28   31   25   25   24    76    2
129   21   42   25   32   32   30    74   11
130   43   24   28   39   39   44    79   16
131   50   19   35   35   34   42   100    1
132   42   40   45   39   38   38    89    0
133   45   27   39   49   49   52    82   19
134   13   42   12   33   33   31    88   16
135   37   35   10   33   34   42    98   13
136   38   41   37   27   27   27    67    1
137   12   40   15   20   20   17    71    5
138   34   32   20   43   43   48    96   19
139   17   25   37   44   44   38    81   19
140   50   12   48   43   43   46    79   12
141   29   16   50   40   40   35    92    5
142   18   16   19   33   33   33    91   17
143   33   39   42   32   32   30    66    6
144   35   33   40   41   41   39    79   11
145   27   42   21   32   32   32    84    9
146   41   10   19   38   38   47    95   19
147   13   39   27   25   25   19    85    1
148   23   20   23   24   24   24    81    6
149   37   23   39   25   24   25    65    2
150   20   25   31   38   38   35    75   17
