index 481
DMU 250
input 2
output 2
instance 1
DMU   i1   i2   o1   o2   eff  err
125   39   16   38   37    95    8
126   11   17   16   16    89    4
127   28   16   24   24    63    9
128   22   26   39   39    87   19
129   21   35   28   29    78    8
130   46   21   33   32    75    5
131   38   46   50   50    88   14
132   46   16   38   37    70   13
133   27   25   29   29    90    5
134   21   11   20   19    84    5
135   47   50   63   63    98   16
136   41   13   32   31    64   12
137   39   16   36   35    72   13
138   43   39   41   40    78    8
139   23   26   34   34    78   15
140   23   24   26   26    61   12
141   49   18   46   45    70   19
142   18   20   27   27    74   13
143   28   22   26   26    96    1
144   18   25   39   39    94   20
145   27   28   29   29    77    8
146   39   27   31   31    72    6
147   25   17   21   20    88    1
148   34   19   36   35    98    7
149   44   30   38   37    92    2
150   45   32   52   51    85   17
151   39   33   34   34    82    4
152   39   48   37   37    85    1
153   17   44   24   25    88    1
154   46   33   34   33    71    4
155   29   36   41   42    75   18
156   37   14   40   39    88   14
157   15   30   29   30    95   10
158   43   25   31   30    65    7
159   33   30   44   44    81   18
160   11   48   26   28    73    9
161   30   35   25   25    73    2
162   48   34   45   44    78   11
163   13   34   39   40    99   19
164   22   46   42   44    82   18
165   49   17   45   43    69   18
166   24   48   50   52    98   19
167   16   27   22   22    95    3
168   39   39   43   43    82   11
169   38   31   28   28    73    2
170   26   45   43   44    82   17
171   21   48   33   34    83    8
172   22   33   21   21    70    3
173   48   37   49   48    78   14
174   36   31   26   26    65    4
175   37   48   41   41    68   13
176   45   39   49   48    85   12
177   32   11   36   35    70   18
178   35   43   33   33    87    0
179   50   10   44   42    86   12
180   20   38   26   27    65    9
181   17   25   32   32    69   18
182   45   16   39   38    77   12
183   45   40   46   46    74   14
184   19   45   41   42    87   17
185   26   15   22   21    83    3
186   18   33   36   37    80   18
187   31   11   38   37    97   14
188   49   33   49   48    96    7
189   15   30   24   25    98    5
190   44   38   44   43    92    5
191   21   23   26   26    70   11
192   27   20   23   23    86    2
193   25   21   27   26    66   11
194   26   23   22   22    64    6
195   35   11   42   40    79   20
196   11   41   31   32    85   13
197   29   49   42   43    74   16
198   48   32   58   57    92   19
199   48   21   41   40    77   11
200   42   37   25   25    63    0
201   23   44   38   39    67   18
202   40   30   29   28    78    0
203   40   32   46   45    87   13
204   48   13   35   33    96    0
205   41   37   42   42    96    4
206   45   26   28   27    69    1
207   19   40   43   45    91   20
208   24   28   25   25    80    5
209   21   32   39   40    99   15
210   46   41   44   43    78    9
211   20   35   20   21    82    0
212   31   46   39   40   100    3
213   34   46   47   48    82   16
214   10   24   31   32    84   19
215   44   13   44   42    98   11
216   18   33   34   34    60   20
217   14   40   30   31    66   15
218   12   40   35   36    75   19
219   46   16   40   38    65   16
220   34   25   42   42    81   17
221   26   27   20   20    72    1
222   25   41   22   23    61    4
223   32   46   39   40    93    5
224   36   48   31   32    63    6
225   43   16   25   23    69    1
226   37   35   31   31    74    4
227   17   38   38   39    95   15
228   29   15   36   35    69   19
229   25   18   21   21    63    7
230   26   45   41   42    86   13
231   47   32   37   36    63   10
232   39   45   42   43    86    7
233   46   10   35   34    71   11
234   14   34   24   25    92    5
235   11   35   18   19    78    3
236   21   36   32   33    81   11
237   44   34   38   38    67   11
238   46   15   34   32    88    2
239   10   45   37   39    87   18
240   18   17   28   28    83   13
241   13   44   22   23    85    2
242   30   14   34   34    74   16
243   33   45   36   36    94    1
244   31   34   30   30    69    8
245   39   23   40   39    76   14
246   37   21   42   41    73   19
247   46   50   55   55    90   12
248   44   45   38   38    73    6
249   28   48   44   46    88   14
250   35   14   37   36    81   14
