index 487
DMU 250
input 2
output 2
instance 7
DMU   i1   i2   o1   o2   eff  err
 94   26   27   33   33    85   10
 95   47   46   41   42    85    2
 96   42   11   25   31    93    6
 97   14   15   11   11    68    1
 98   31   48   46   43    94    6
 99   13   21   28   27    72   15
100   12   49   42   35    91    8
101   17   34   21   18    68    1
102   16   36   44   41    85   19
103   34   32   39   39    65   18
104   48   16   34   38    62   18
105   44   40   40   40    77    8
106   34   22   32   35    91    9
107   15   47   41   36    61   18
108   18   33   20   18    62    2
109   24   23   16   16    61    2
110   49   15   27   33    89    4
111   11   42   34   28    79    8
112   35   13   25   29    94    6
113   15   43   44   39    72   19
114   47   21   26   29    65    7
115   43   42   53   53    96   12
116   48   47   65   65    99   18
117   47   11   30   36    85   11
118   16   31   26   23    71    7
119   48   50   45   44    74    8
120   29   22   33   34    73   15
121   38   39   45   45    65   20
122   26   47   45   42    71   16
123   11   35   36   33    66   18
124   31   31   44   44    96   14
125   45   40   51   52    91   13
126   19   31   32   30    69   13
127   15   12   19   20    94    7
128   33   11   15   18    61    4
129   33   17   34   37   100   12
130   44   12   27   33    83    9
131   27   29   37   36    69   17
132   21   14   30   31    87   16
133   33   29   26   27    83    1
134   43   15   28   32    71   11
135   12   48   53   45    94   18
136   48   32   45   48    85   14
137   33   13   13   16    65    1
138   43   34   47   48    81   17
139   41   32   34   35    80    6
140   27   34   35   33    87    7
141   31   28   31   31    64   12
142   10   17   16   15    80    4
143   40   26   38   41    99    8
144   30   37   47   46    81   19
145   45   44   43   43    81    7
146   41   47   50   49    75   16
147   37   24   40   43    98   13
148   30   45   33   31    62    8
149   20   47   41   36    89    7
150   33   31   36   36    66   15
151   31   43   44   43    64   19
152   40   37   47   48    90   13
153   26   21   25   26    77    8
154   15   32   23   20    83    1
155   43   32   44   46    73   18
156   28   26   27   27    79    6
157   49   37   31   32    70    2
158   28   33   25   24    67    4
159   32   22   35   36    67   18
160   12   24   38   35    97   18
161   42   44   37   37    76    4
162   17   30   27   25    80    6
163   35   36   47   47    81   18
164   14   49   45   39    82   14
165   30   39   48   46    88   16
166   28   20   22   23    62    8
167   23   36   39   37    88   11
168   35   11   23   28    84    8
169   32   44   53   50    86   18
170   33   39   34   33    87    2
171   34   21   27   29    76    8
172   42   17   21   24    71    3
173   48   31   46   49    86   15
174   25   20   25   26    67   11
175   24   25   25   25    65    9
176   18   34   39   37    65   20
177   22   19   25   25    79    9
178   49   17   36   42    86   13
179   49   36   48   50    73   19
180   46   27   35   39    91    5
181   14   35   26   23    75    5
182   18   40   49   45    90   19
183   21   20   19   19    82    2
184   22   13   28   30    72   17
185   28   38   41   38    96    7
186   39   46   59   57    93   18
187   34   48   48   46    68   18
188   47   24   34   38    95    4
189   48   29   50   54    90   19
190   44   34   47   49    95   12
191   37   12   15   19    71    1
192   48   36   36   38    86    2
193   48   28   32   35    64   10
194   14   27   18   16    76    1
195   26   17   24   25    71   10
196   20   28   21   20    68    4
197   27   28   28   28    76    7
198   16   45   28   24    66    4
199   12   32   29   25    89    6
200   34   17   37   40    87   18
201   43   39   46   47    84   12
202   32   24   24   25    78    3
203   37   33   45   46    97   12
204   45   16   38   44    89   16
205   39   17   28   31    72   11
206   16   14   13   13    69    3
207   32   33   42   41    72   18
208   47   23   31   35    83    6
209   15   22   23   22    96    4
210   28   12   13   16    67    2
211   40   30   40   42    88   11
212   14   27   24   22    77    6
213   43   35   48   50   100   11
214   37   48   60   58    96   17
215   40   15   33   38    96   11
216   47   23   23   26    65    3
217   45   38   47   47    66   20
218   20   20   19   19    94    0
219   27   33   48   46    98   17
220   25   46   48   45    79   17
221   31   33   49   48    98   17
222   40   16   27   32    93    5
223   28   36   27   26    68    4
224   43   49   38   37    74    3
225   35   22   33   35    83   11
226   45   36   46   48    94   10
227   35   19   33   35    64   18
228   48   24   36   41    93    7
229   43   34   56   58    97   20
230   16   39   46   42    92   17
231   25   32   32   30    96    3
232   21   48   52   48    82   20
233   19   19   23   23    64   11
234   20   44   49   44    93   15
235   30   15   36   39    89   19
236   48   34   32   34    71    5
237   37   12   22   26    84    5
238   26   35   40   38    73   16
239   49   36   43   46    76   13
240   35   38   40   39    99    3
241   15   38   35   32    72   13
242   48   34   44   46    80   13
243   46   32   36   38    63   13
244   12   34   31   28    64   14
245   40   21   31   34    85    8
246   25   34   29   28    78    5
247   20   30   39   37    97   13
248   12   45   46   40    80   18
249   15   45   30   25    72    4
250   26   14   23   26    98    6
