index 490
DMU 250
input 2
output 2
instance 10
DMU   i1   i2   o1   o2   eff  err
 80   36   20   34   39    96    8
 81   27   33   35   34    61   17
 82   23   43   34   30    62   13
 83   15   26   36   33    97   16
 84   49   39   48   51    95    7
 85   25   22   27   27    88    6
 86   15   50   42   34    82   14
 87   27   36   32   30    92    3
 88   38   21   41   45    96   13
 89   24   31   24   22    82    1
 90   11   48   31   24    72    9
 91   35   29   40   42    77   16
 92   31   22   30   32    74   11
 93   24   12   33   36    97   16
 94   13   20   32   31    92   17
 95   11   19   18   16    71    7
 96   40   49   52   50    80   16
 97   45   28   43   46    69   18
 98   10   23   28   25    82   14
 99   18   35   27   24    60   11
100   37   39   32   32    76    3
101   18   10   16   18    87    4
102   20   38   36   31    96    7
103   26   11   31   34    78   17
104   37   42   53   52    89   18
105   24   21   24   25    89    4
106   21   16   31   32    97   13
107   24   41   45   41    85   17
108   41   37   32   33    81    1
109   27   31   41   40   100   12
110   46   26   27   31    65    4
111   28   16   41   44   100   19
112   12   10   15   15    63    8
113   13   34   28   23    84    8
114   34   35   41   41    92    9
115   46   19   28   33    64    8
116   25   40   53   49    99   20
117   46   49   52   51    71   18
118   50   19   41   47    77   15
119   48   26   31   36    83    1
120   36   46   43   41    67   15
121   37   20   35   40    97    8
122   26   36   34   32    74   11
123   23   21   32   32    90   12
124   18   46   43   36    91   13
125   41   30   47   49    90   15
126   42   40   50   50    73   20
127   35   24   26   29    84    2
128   19   49   42   36    68   18
129   50   33   30   33    61    5
130   33   18   32   36    81   12
131   33   43   40   39    61   17
132   35   45   50   48    95   12
133   42   39   40   41    90    4
134   13   19   15   14    66    4
135   12   45   27   21    65    8
136   34   16   28   31    65   12
137   18   42   46   40    95   17
138   44   35   38   40    69   11
139   13   45   40   32    82   15
140   41   35   52   54    91   18
141   44   47   47   46    85    8
142   29   42   45   42    87   14
143   12   21   20   18    85    6
144   34   14   21   25    73    4
145   32   15   36   40    95   14
146   40   37   46   47    91   11
147   34   24   32   35    95    5
148   46   18   31   36    67   10
149   22   26   22   21    82    2
150   29   45   32   29    67    7
151   34   18   27   31    72    9
152   50   35   48   52    89   11
153   16   44   36   29    83   10
154   45   33   42   45    93    6
155   27   11   28   31    76   14
156   12   49   32   26    64   12
157   25   30   19   19    63    2
158   40   37   26   27    61    3
159   36   28   45   47    95   15
160   14   27   17   14    77    1
161   28   20   34   35    63   19
162   30   32   36   36    72   14
163   34   18   25   29    94    1
164   49   39   53   55    77   19
165   41   34   25   26    66    0
166   12   14   30   30    77   20
167   22   12   26   28    69   15
168   22   36   37   35    65   18
169   47   44   39   40    65   10
170   46   40   32   33    60    6
171   41   32   23   24    60    1
172   20   26   26   25    86    6
173   49   18   51   59    96   20
174   37   16   40   45    96   15
175   17   12   31   32    81   19
176   23   40   24   21    69    2
177   18   45   33   28    63   12
178   25   43   43   38    96   10
179   18   46   26   21    66    4
180   46   44   51   52    94    9
181   20   36   27   24    65    8
182   19   21   20   20   100    0
183   12   26   30   27    65   17
184   25   24   36   37    91   14
185   13   29   32   29    73   16
186   31   22   31   33    99    5
187   43   45   36   35    63    8
188   18   33   22   19    76    2
189   30   21   26   28    79    6
190   36   33   29   30    82    1
191   46   15   36   44    95    8
192   34   39   38   37    74   11
193   14   17   18   17    87    4
194   19   27   37   35    93   15
195   32   15   30   33    73   13
196   14   35   37   33    70   19
197   14   10   18   19    90    7
198   42   13   24   29    65    7
199   41   45   35   35    61    9
200   34   28   42   44    86   16
201   43   24   34   38    80    8
202   31   38   36   34    88    5
203   20   11   26   28    79   14
204   18   21   32   32    73   18
205   21   11   14   16    81    1
206   20   37   43   38    84   18
207   48   46   53   53   100    6
208   27   50   43   38    68   16
209   27   42   35   32    68   11
210   31   18   36   39    75   18
211   28   35   35   33    65   14
212   39   31   33   34    69    9
213   18   10   15   17    73    5
214   33   25   26   28    92    0
215   24   45   51   46    89   20
216   46   11   30   36    66   12
217   24   48   47   41    93   13
218   42   11   37   45    91   14
219   44   34   45   48    79   15
220   36   46   50   48    87   14
221   12   21   22   20    71   10
222   19   24   25   24    99    4
223   28   20   24   25    71    7
224   40   36   30   31    70    4
225   30   31   34   34    86    8
226   13   37   39   33    93   15
227   39   41   42   42    80   10
228   40   49   46   45    65   17
229   36   26   32   34    67   12
230   32   19   28   31    82    8
231   11   35   26   21    80    7
232   18   34   40   36    91   16
233   46   34   35   37    70    7
234   43   11   32   40    88    9
235   15   11   15   15    74    5
236   29   12   19   23    81    3
237   11   15   12   12    64    4
238   48   38   44   46    74   12
239   45   17   30   37    81    6
240   31   46   35   31    73    6
241   34   20   19   22    68    1
242   23   27   39   38    78   19
243   38   49   47   44    81   11
244   34   28   28   29    70    6
245   39   28   28   30    64    7
246   42   36   34   35    75    5
247   43   20   42   47    75   19
248   43   35   57   59   100   18
249   18   33   29   25   100    3
250   37   22   30   34    90    4
