index 400
DMU 200
input 3
output 3
instance 10
DMU   i1   i2   i3   o1   o2   o3   eff  err
 70   17   49   21   42   35   43    96   14
 71   30   37   25   28   25   27    61    8
 72   47   40   49   38   39   38    62   10
 73   22   28   44   41   47   44    97   15
 74   27   25   28   26   27   26    95    1
 75   17   40   28   36   34   37    88   12
 76   29   43   36   44   43   45    82   15
 77   33   15   46   37   45   38    92   11
 78   37   17   28   28   31   27    96    1
 79   19   27   35   38   40   40    82   18
 80   34   37   24   35   32   34    72   11
 81   33   42   23   29   25   28    77    2
 82   23   28   31   23   24   24    74    4
 83   38   32   36   37   38   37    97    3
 84   20   27   33   39   42   41    92   17
 85   23   43   15   27   21   26    71    6
 86   26   49   39   46   44   48    80   17
 87   25   22   15   28   26   27    69   12
 88   50   27   36   46   48   45    82   14
 89   38   21   24   34   34   33    60   16
 90   31   11   48   32   40   33    76   12
 91   35   29   31   48   48   48    87   20
 92   22   24   12   35   31   33    96   14
 93   13   20   11   26   24   26    78   14
 94   19   40   49   29   32   32    89    1
 95   45   28   10   43   37   39    89   13
 96   23   18   35   29   34   30    97    7
 97   37   39   18   34   28   32    85    4
 98   10   20   38   19   24   22    81    5
 99   26   11   37   23   31   24   100    1
100   42   24   21   37   36   35    65   16
101   21   16   24   39   41   39   100   19
102   41   41   37   35   35   35    63   10
103   27   31   46   35   39   37    84    9
104   26   28   16   32   29   31    92    9
105   12   10   13   15   16   15    64    8
106   34   34   35   37   37   37    99    3
107   46   19   25   27   28   25    71    4
108   40   46   49   39   40   40    77    6
109   50   19   48   46   52   45    83   14
110   26   36   46   38   40   39    67   16
111   37   20   26   35   36   34    97    7
112   36   23   21   34   33   32    74   12
113   18   46   41   44   44   47    90   16
114   30   42   40   36   36   37    91    3
115   35   24   19   30   28   28    90    4
116   49   50   33   49   45   48    73   15
117   33   18   33   37   40   37    84   14
118   43   35   45   36   38   36    68    9
119   42   39   13   35   29   32    61   12
120   19   12   45   24   33   27    81    8
121   34   16   18   32   32   31    61   17
122   42   44   35   53   50   52    95   13
123   13   45   41   42   42   45    90   16
124   35   44   47   33   34   34    66    7
125   29   42   12   27   21   25    65    6
126   21   34   14   30   26   30    65   14
127   32   15   40   28   35   29    95    3
128   37   34   24   37   34   35    69   13
129   46   18   22   27   27   25    82    1
130   26   29   45   36   41   38    91    9
131   34   18   50   42   50   43    85   16
132   35   16   44   36   43   37    87   11
133   45   33   27   48   46   46    85   16
134   11   12   49   29   38   32    73   17
135   25   30   40   34   38   36    95    7
136   37   36   28   48   46   47    91   16
137   14   27   28   38   39   40    95   18
138   20   30   32   31   32   32    67   14
139   34   18   49   36   43   37    82   11
140   39   41   34   29   28   29    67    3
141   12   14   22   14   16   15    72    4
142   12   22   36   24   28   27    89    7
143   47   44   46   55   55   55    83   17
144   40   41   32   55   52   54    93   18
145   20   26   49   24   30   27    76    4
146   18   37   16   29   25   29    64   13
147   17   12   23   27   29   27    63   17
148   40   18   45   21   25   21    61    1
149   25   43   18   41   34   41    95   12
150   46   46   44   39   39   39    77    4
151   20   36   19   35   32   35    63   19
152   21   12   26   21   24   22    72    8
153   25   24   13   30   26   28    94    8
154   29   31   22   31   29   31    77    9
155   43   45   18   35   29   33    66    8
156   33   30   21   43   41   42    77   20
157   36   33   46   43   46   44    69   18
158   15   34   39   31   33   34    65   15
159   14   17   19   11   12   12    65    1
160   27   32   15   31   28   31    60   15
161   14   35   14   21   18   21    60    8
162   10   42   13   30   24   31    86   11
163   41   45   34   52   49   51    96   12
164   28   43   24   45   40   44    96   13
165   31   38   20   41   37   40    81   15
166   11   18   21   30   31   31    69   20
167   21   11   20   13   14   13    63    2
168   37   48   46   59   59   60    96   18
169   27   50   27   29   24   29    66    5
170   42   31   18   45   40   42    94   12
171   28   35   39   38   39   39    65   17
172   31   18   10   35   32   33   100   12
173   33   25   24   23   22   22    65    4
174   45   46   11   41   31   37    91    4
175   24   48   42   34   33   36    73    8
176   11   44   34   38   37   41    99   12
177   36   46   12   40   33   38    63   17
178   21   19   24   27   28   27    76   11
179   28   20   40   36   41   37    79   15
180   36   30   31   45   45   45    82   18
181   13   37   39   32   34   36    95    8
182   41   40   49   45   47   46    74   14
183   36   26   32   34   35   33    87    6
184   19   11   35   21   28   23    93    4
185   18   34   46   34   38   37    73   14
186   34   43   11   35   28   33    70   11
187   15   11   29   19   24   20    90    5
188   12   11   15   18   19   18    65   10
189   48   38   45   29   30   28    61    2
190   17   31   46   29   34   33    86    7
191   34   20   23   31   31   30    80    9
192   27   38   49   41   45   44    88   11
193   34   28   39   36   38   36    79   10
194   28   42   36   31   30   32    73    6
195   43   20   43   42   47   42    81   14
196   35   18   33   36   39   35    84   12
197   37   22   48   35   43   36   100    2
198   17   31   20   18   16   19    68    3
199   13   39   22   31   28   32    68   15
200   21   38   44   24   26   26    75    1
