index 578
DMU 250
input 5
output 5
instance 8
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
 65   29   23   16   35   18   18   18   17   18   18    62    3
 66   11   35   35   13   10   19   20   19   17   21    93    0
 67   48   49   39   35   31   42   41   43   41   43    97    3
 68   39   35   40   42   49   40   40   40   41   40    64   14
 69   49   41   47   14   16   28   30   32   28   30    74    5
 70   45   33   26   24   19   32   31   33   32   32    89    6
 71   34   25   22   35   36   37   36   37   38   36    91    9
 72   21   15   31   25   24   29   31   31   31   29   100    7
 73   34   40   38   22   32   25   25   26   25   26    61    5
 74   23   23   24   35   18   23   23   22   23   22    81    3
 75   33   39   44   18   14   32   34   34   32   34    63   15
 76   41   13   29   20   28   39   41   43   43   39    98   15
 77   48   28   31   37   13   30   31   31   31   30    80    6
 78   20   42   34   36   33   42   41   40   40   42    77   16
 79   10   39   36   49   11   25   26   23   24   25    67    6
 80   49   19   33   35   27   44   45   46   47   44    80   19
 81   21   25   43   27   40   42   44   43   44   43    77   19
 82   11   49   48   42   48   44   44   42   42   44    67   17
 83   50   44   47   16   35   48   49   52   49   50    85   17
 84   12   21   32   45   17   37   38   35   37   36    76   18
 85   36   12   23   45   13   21   22   21   23   21    62    6
 86   19   43   25   11   46   45   42   43   42   45    93   16
 87   35   27   40   21   22   27   29   30   28   28    91    2
 88   25   21   40   45   13   39   42   39   41   39    78   18
 89   18   11   23   46   29   19   20   18   21   18    71    1
 90   30   23   39   20   38   30   31   32   32   31    63   12
 91   49   23   10   16   27   25   23   27   26   25    91    2
 92   43   42   37   45   38   58   57   57   57   57    94   19
 93   20   13   23   22   14   15   16   15   16   15    67    3
 94   37   41   34   30   11   40   40   40   38   41    83   15
 95   25   14   45   38   33   34   37   35   37   34    68   14
 96   41   19   27   47   40   37   38   37   40   36    96    4
 97   21   12   23   26   10   22   24   23   24   23    79    9
 98   10   32   47   20   38   43   44   43   43   44    82   19
 99   11   24   33   46   22   35   37   33   35   35    94   10
100   30   21   18   20   15   23   23   24   24   24    85    6
101   12   17   15   31   12   24   24   23   24   24    76   11
102   18   28   13   13   27   23   21   22   21   23    90    4
103   43   37   27   19   41   37   36   39   37   38    89    7
104   41   41   16   37   32   38   34   35   35   36    92    5
105   50   10   44   33   32   37   40   41   42   37    69   16
106   37   39   21   11   39   38   35   38   36   38   100    7
107   45   17   49   31   32   39   43   43   43   40    81   13
108   11   23   15   26   39   27   25   24   26   25    88    5
109   22   23   26   46   28   33   33   31   33   32    60   15
110   22   35   24   49   46   30   28   26   28   28    77    1
111   26   10   24   39   12   19   21   20   21   19    83    2
112   44   38   29   17   40   42   41   44   42   43    92   11
113   39   47   18   12   50   46   42   45   43   46    77   18
114   38   18   39   16   41   47   49   52   51   48    97   19
115   41   44   50   13   29   37   38   40   37   39    71   13
116   45   29   22   46   36   43   42   42   44   42    94    9
117   21   21   11   39   26   30   29   27   30   29    81   10
118   41   39   48   15   27   40   42   44   41   43    97    9
119   35   32   10   16   46   23   20   22   22   22    66    3
120   48   49   45   46   13   38   39   38   37   39    62   14
121   23   25   33   30   48   49   49   49   50   49    94   19
122   49   17   20   42   21   35   36   36   37   34    73   14
123   19   48   15   49   45   58   53   51   53   56    97   20
124   37   49   46   46   26   48   48   47   46   48    76   17
125   30   14   28   26   31   38   39   40   40   37    95   14
126   38   45   16   36   40   46   42   43   43   45    83   15
127   28   13   32   37   21   32   35   33   35   32    94    9
128   26   14   40   13   12   28   32   32   31   30    75   15
129   16   17   29   41   26   29   31   28   31   28    99    4
130   24   44   38   38   25   32   32   31   30   32    68    9
131   12   39   44   28   32   33   34   33   32   34    72   11
132   50   35   11   16   12   36   34   37   35   37    89   14
133   20   49   26   34   17   20   18   17   17   20    65    0
134   36   14   49   21   24   25   29   29   28   26    67    8
135   18   17   39   36   29   23   25   23   25   23    78    2
136   19   29   17   24   22   38   36   36   36   37    85   18
137   41   37   23   17   21   28   27   30   27   29    91    3
138   49   28   20   47   12   36   36   35   36   35    64   16
139   37   18   41   30   42   34   37   38   38   35    92    5
140   24   13   39   28   11   29   34   32   33   31    96   10
141   35   19   20   20   13   29   30   31   30   29    74   14
142   30   12   40   40   48   33   36   35   37   32    91    3
143   12   17   28   44   11   24   25   22   24   23    63   10
144   25   36   25   39   39   44   43   42   43   43    73   19
145   31   20   26   22   14   37   38   39   38   38    94   17
146   41   30   10   26   11   38   36   38   37   38    79   19
147   37   40   17   48   13   39   37   35   36   38    97    8
148   40   35   35   21   14   28   29   29   28   29    61   11
149   37   34   38   49   23   26   27   26   26   26    62    4
150   37   38   48   17   39   40   41   43   40   41    91    8
151   16   30   25   35   37   31   30   28   30   30    97    2
152   44   35   18   32   24   32   30   31   31   32    89    4
153   18   44   48   44   31   44   45   43   43   45    77   16
154   44   10   38   28   12   23   27   27   27   24    79    5
155   36   39   44   34   28   35   36   35   35   35    67   11
156   37   26   28   19   25   32   32   34   33   33    91    8
157   20   14   29   37   30   26   28   26   28   25    95    2
158   19   22   12   45   15   28   27   24   27   26    88    7
159   17   31   12   10   39   28   24   26   25   27    94    5
160   19   18   24   24   12   26   28   27   27   27    83   11
161   43   28   10   12   36   37   34   38   36   36    84   14
162   21   31   49   29   28   26   28   27   27   27    61    8
163   11   23   40   46   34   38   40   36   39   37    88   11
164   23   37   16   25   12   26   24   24   23   26    84    6
165   10   28   14   14   16   22   20   20   20   22    86    7
166   32   38   28   28   27   34   33   33   33   34    70   12
167   19   47   38   14   35   42   40   41   38   43    94   12
168   11   11   45   20   46   22   24   24   25   22    74    3
169   14   11   39   23   31   26   30   29   30   27    97    5
170   21   19   39   13   42   23   24   25   25   23    84    1
171   22   45   45   29   30   35   35   34   33   36    84    6
172   12   24   13   31   28   24   23   22   23   23    69    8
173   45   20   22   43   48   37   36   37   39   35    99    1
174   13   29   13   42   17   34   33   31   32   33    67   18
175   40   30   23   31   13   38   38   39   38   38    90   14
176   36   32   35   44   19   38   39   38   38   38    65   17
177   48   34   49   16   32   39   41   44   41   41    76   14
178   15   29   49   42   40   26   28   25   27   26    69    2
179   16   16   26   20   30   28   29   29   29   28    71   13
180   32   23   23   18   29   28   28   29   29   28    76    9
181   34   27   27   17   43   32   31   33   32   32    95    3
182   46   20   33   21   31   26   27   29   28   26    79    3
183   37   23   43   15   28   21   23   24   23   22    69    2
184   21   44   34   19   42   47   45   46   44   47    89   17
185   15   33   36   45   26   34   35   32   33   34    71   12
186   25   31   39   42   19   35   36   35   35   35    63   16
187   12   17   33   46   15   34   36   32   35   33    84   14
188   38   11   26   14   44   26   27   29   30   26    85    4
189   42   12   34   41   13   39   43   42   43   39    96   14
190   31   47   26   31   29   33   31   31   30   33    78    6
191   45   35   35   49   26   39   39   38   39   38    82    8
192   46   39   24   19   44   43   41   44   42   43    67   19
193   20   22   29   18   20   26   27   27   26   27    67   12
194   16   36   40   31   10   26   28   25   25   27    90    3
195   43   41   19   20   15   27   25   27   25   28    75    6
196   22   47   49   26   39   53   53   53   51   54    93   19
197   39   20   41   17   50   29   30   32   32   29    80    3
198   13   32   50   26   47   43   44   43   43   43    89   13
199   28   42   17   17   49   31   28   29   29   30    62   10
200   21   19   18   20   47   37   35   36   37   36    82   15
201   15   30   26   29   36   44   43   42   43   43    84   20
202   23   44   48   31   44   47   47   47   46   48    76   18
203   13   43   15   18   10   25   21   21   19   25   100    3
204   23   17   43   48   16   36   41   37   39   36    97   10
205   46   50   40   30   11   33   33   33   31   34    66   10
206   27   27   19   29   16   37   37   37   37   37    77   19
207   38   37   30   17   30   24   24   25   24   25    70    3
208   17   27   14   42   36   34   32   31   33   33    69   14
209   13   29   49   26   47   35   36   35   35   35    67   13
210   14   23   40   39   48   40   41   40   42   40    71   17
211   35   35   49   40   47   33   34   34   34   33    65    7
212   12   13   34   38   27   26   28   26   28   26    64   11
213   30   41   40   39   39   49   49   48   48   49    78   19
214   26   34   43   36   12   23   25   24   23   24    75    2
215   35   46   22   22   36   53   49   52   50   53    97   20
216   40   38   18   15   17   34   32   34   32   34    75   14
217   41   46   30   39   21   34   33   33   32   34    92    1
218   37   47   39   28   22   42   42   42   40   43    73   17
219   12   32   27   13   37   18   17   17   16   18    65    1
220   16   17   10   29   35   21   20   19   21   20    69    5
221   10   44   50   29   19   28   29   27   25   29    90    1
222   31   22   23   12   47   26   25   28   27   26    91    1
223   37   33   12   49   43   45   41   41   43   42    79   15
224   38   16   45   30   48   40   43   44   45   40    97    7
225   21   35   11   28   12   16   14   14   13   16    65    1
226   20   22   45   20   37   38   40   40   40   39    77   17
227   44   48   20   16   17   34   31   34   31   35    79   10
228   32   29   21   48   21   41   41   39   41   40    86   15
229   30   18   41   27   47   25   27   27   28   25    61    6
230   38   14   32   18   19   24   27   29   28   25    97    3
231   16   37   40   44   40   51   51   49   50   51    95   17
232   42   37   38   38   22   34   35   35   34   35    96    1
233   31   44   35   45   44   51   50   49   49   50    85   16
234   30   16   23   27   19   31   32   32   32   31    98    9
235   45   28   26   25   16   27   28   29   28   28    79    6
236   44   50   16   11   19   39   35   39   35   40    91   12
237   17   31   26   21   13   22   22   22   21   23    85    4
238   11   26   19   23   28   26   25   24   25   26    80    8
239   44   18   17   30   47   29   28   30   31   28    72    6
240   45   11   10   37   35   28   28   29   31   27    80    6
241   39   10   19   48   46   45   45   45   48   43    83   18
242   42   32   48   48   33   39   41   40   41   39    77    9
243   30   19   46   31   22   38   42   41   41   39    85   15
244   40   13   48   48   22   38   43   42   43   39    83   13
245   25   45   21   19   24   23   21   22   21   24    61    6
246   48   36   13   20   42   32   29   32   31   32    66   10
247   35   42   29   41   40   50   48   48   49   50    94   14
248   48   23   23   10   34   37   37   41   39   38    83   15
249   31   22   20   13   22   22   22   24   23   23    72    7
250   33   40   44   20   41   36   37   38   36   38    78    9
