index 365
DMU 200
input 2
output 2
instance 5
DMU   i1   i2   o1   o2   eff  err
191   21   43   32   35    77   11
192   23   16   19   18    67    5
193   40   11   37   33    79   12
194   18   47   34   38    75   14
195   18   47   42   47    95   17
196   43   27   39   36    80    8
197   45   44   43   43    65   14
198   39   46   56   57    93   18
199   22   35   41   43    81   20
200   46   29   46   43    80   13
