index 273
DMU 150
input 3
output 3
instance 3
DMU   i1   i2   i3   o1   o2   o3   eff  err
 65   13   17   43   20   17   18    68    3
 66   35   36   27   27   28   27    70    4
 67   32   15   36   37   37   38    91   14
 68   15   35   49   37   31   33    91    4
 69   12   49   35   41   38   38    71   15
 70   21   17   47   40   36   37    91   14
 71   13   17   11   23   23   23    77   12
 72   16   26   31   31   29   29    65   14
 73   41   35   27   30   32   31    72    6
 74   44   17   24   31   34   33    69   14
 75   47   27   38   21   23   23    62    0
 76   35   30   24   36   37   37    66   17
 77   30   47   14   36   38   37    63   16
 78   33   14   48   31   29   30    88    5
 79   30   32   33   32   32   32    60   13
 80   26   29   19   27   28   28    70   10
 81   25   42   32   27   26   26    66    4
 82   36   45   14   22   24   23    62    2
 83   25   30   44   47   44   45    86   18
 84   45   13   14   25   31   30    89    8
 85   45   11   31   38   41   41    83   18
 86   23   23   13   18   19   19    85    1
 87   25   27   10   23   25   24    76    7
 88   26   32   14   31   32   32    92    8
 89   31   16   32   38   39   39    79   19
 90   16   21   32   35   33   34    73   18
 91   36   43   37   40   40   40    71   12
 92   24   48   45   36   34   34    62   10
 93   14   30   12   36   36   36    88   18
 94   25   29   18   29   30   29    89    7
 95   14   23   49   40   35   37    87   14
 96   25   24   13   27   29   28    71   13
 97   23   14   33   21   20   21    82    3
 98   14   45   14   30   29   28    69   10
 99   25   17   48   27   24   25    85    2
100   17   35   42   34   31   32    69   11
101   45   48   39   42   43   42    79    7
102   31   31   19   28   29   29    85    5
103   17   41   47   48   43   44    88   14
104   30   34   46   30   28   29    70    4
105   49   21   24   24   27   26    65    6
106   11   36   20   19   18   18    60    4
107   21   38   32   34   32   32    98    2
108   44   45   18   34   36   35    64   11
109   17   37   50   42   38   39    69   16
110   48   24   20   38   42   41    80   16
111   20   16   35   30   28   29    73   13
112   13   15   47   32   29   30    64   16
113   46   32   29   42   44   44    82   14
114   26   18   31   29   29   29    76   11
115   48   40   30   35   38   37    79    5
116   47   43   28   36   38   37    69    9
117   43   37   12   24   28   26    77    1
118   18   23   41   43   39   40    99   15
119   16   26   16   20   20   20    88    2
120   15   26   37   38   34   35    85   14
121   19   29   15   23   23   23    77    6
122   38   31   15   20   23   22    70    1
123   26   33   16   42   43   42    95   17
124   29   14   24   32   33   33    65   19
125   18   19   14   36   37   37    95   20
126   35   13   49   27   26   27    65    8
127   45   18   31   27   28   28    60   10
128   42   48   25   51   54   53    96   14
129   14   46   14   33   32   31    71   12
130   47   43   29   50   53   52    88   16
131   47   34   18   42   47   45    85   16
132   13   15   46   27   23   24    66   10
133   46   36   19   41   46   45    95   11
134   31   24   34   34   33   34    82   10
135   17   24   46   29   25   26    65    9
136   28   26   48   45   42   43    90   14
137   29   30   29   38   38   38    77   15
138   21   47   22   35   34   34    68   12
139   18   26   32   23   21   22    63    6
140   17   50   22   41   39   39    85   12
141   11   15   17   31   30   30    88   18
142   44   27   43   38   39   39    96    4
143   49   48   18   47   52   50   100    9
144   26   21   40   24   23   23    70    4
145   43   37   36   44   45   45    97    7
146   23   46   26   35   34   34    67   12
147   27   27   10   38   40   40    94   18
148   33   14   40   40   40   41    99   14
149   16   20   38   22   19   20    65    5
150   47   18   34   41   43   43    81   17
