index 370
DMU 200
input 2
output 2
instance 10
DMU   i1   i2   o1   o2   eff  err
 94   32   41   56   56    95   19
 95   22   27   32   31    68   14
 96   35   31   30   31    83    4
 97   20   15   28   28    80   15
 98   49   45   44   44    71   11
 99   42   43   38   38    86    1
100   28   31   43   43    83   18
101   24   22   22   22    96    0
102   39   10   12   13    65    1
103   24   44   51   50    84   18
104   39   45   57   57    89   18
105   21   11   23   23    64   14
106   20   34   32   31    67   11
107   49   24   37   37    69   16
108   32   33   43   43    77   18
109   29   39   41   41    82   11
110   50   37   32   32    65    6
111   27   15   20   21    64    9
112   46   19   28   29    85    7
113   33   43   45   45    64   19
114   49   21   32   33    60   16
115   28   13   21   22    92    6
116   21   43   34   33    63   10
117   26   49   44   43    91    4
118   27   48   52   51    95   11
119   33   17   17   18    84    0
120   49   21   29   30    78    8
121   30   37   46   46    93   13
122   25   47   49   48    74   18
123   40   49   47   47    81    9
124   22   28   38   38    88   15
125   44   27   36   36    70   14
126   25   28   35   35    61   18
127   17   40   36   35    68   12
128   28   29   31   31    71   11
129   43   36   47   47    71   20
130   33   15   14   14    61    2
131   46   37   47   48    70   20
132   17   28   23   23    87    1
133   19   27   37   36    98   12
134   35   34   49   49    96   16
135   37   24   23   23    77    2
136   33   42   60   60   100   20
137   23   23   23   23    77    5
138   28   31   36   36    92    8
139   38   32   38   38    81   11
140   36   20   19   20    68    3
141   27   33   44   43    78   19
142   23   43   40   39    85    7
143   15   26   36   36    89   15
144   49   39   48   49    81   15
145   25   22   30   31    68   15
146   15   50   32   31    60    7
147   27   36   40   40    83   12
148   38   21   23   23    75    4
149   24   31   22   22    74    0
150   11   48   48   47    95   11
151   35   29   30   30    96    1
152   31   22   33   33    61   18
153   24   12   26   26    74   15
154   13   20   21   21    98    3
155   11   19   19   19    92    3
156   40   49   32   31    61    3
157   45   28   47   48    94   17
158   10   23   21   20    84    4
159   18   35   38   37    86   11
160   37   39   52   52    96   15
161   18   10   19   20    62   12
162   20   38   38   38    71   14
163   26   11   22   22    69   12
164   37   42   37   37    74    7
165   24   21   35   35    78   18
166   21   16   28   28    70   16
167   24   41   50   50    90   17
168   41   37   36   36    86    3
169   27   31   35   35    80   11
170   46   26   29   29    81    4
171   28   16   18   18    63    6
172   12   10   23   23    87   14
173   13   34   38   37    89   12
174   34   35   48   48    91   16
175   46   19   31   32    90    8
176   25   40   38   38    99    2
177   46   49   43   42    86    1
178   50   19   20   21    76    0
179   48   26   43   44    82   18
180   36   46   39   39    69    9
181   37   20   16   16    61    1
182   26   36   35   34    85    6
183   23   21   32   32    68   17
184   18   46   42   41    84    9
185   41   30   34   35    96    3
186   42   40   42   42    84    8
187   35   24   29   29    93    4
188   19   49   29   28    61    3
189   50   33   27   27    65    3
190   33   18   13   13    61    0
191   33   43   32   32    79    0
192   35   45   39   39    62   13
193   42   39   42   42    61   18
194   13   19   29   29    65   18
195   12   45   48   46    98   11
196   34   16   22   22    88    4
197   18   42   37   36    95    2
198   44   35   43   43    67   18
199   13   45   33   33    81    3
200   41   35   52   52    96   17
