index 338
DMU 150
input 5
output 5
instance 8
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
137   18   11   23   46   29   31   26   26   27   25    94    4
138   30   23   39   20   38   33   31   33   33   34    88    7
139   49   23   10   16   27   25   29   28   29   27    88    7
140   43   42   37   45   38   32   32   32   32   31    75    1
141   20   13   23   22   14   29   28   28   28   28    62   17
142   37   41   34   30   11   35   39   37   37   36    89    9
143   25   14   45   38   33   32   26   27   28   28    94    0
144   41   19   27   47   40   29   27   26   27   25    78    1
145   21   12   23   26   10   29   28   27   28   27    82   13
146   10   32   47   20   38   38   34   37   35   39   100    6
147   11   24   33   46   22   38   34   34   34   33    85   11
148   30   21   18   20   15   31   32   31   32   31    61   19
149   12   17   15   31   12   22   21   21   20   20    66    9
150   18   28   13   13   27   21   22   22   22   22    62    9
