index 271
DMU 150
input 3
output 3
instance 1
DMU   i1   i2   i3   o1   o2   o3   eff  err
 85   27   48   23   37   37   40    63   18
 86   50   11   26   33   29   22    84    2
 87   23   44   41   22   25   28    72    0
 88   31   30   29   47   47   47    96   18
 89   18   47   43   32   37   44    99    4
 90   13   45   25   19   20   25    67    4
 91   40   24   38   28   28   25    74    1
 92   48   49   11   58   50   50    98   17
 93   39   18   23   31   29   26    66   10
 94   26   21   11   19   17   16    77    2
 95   47   32   42   50   49   46    89   12
 96   50   36   10   52   45   42    89   17
 97   41   16   40   42   42   37    88   11
 98   14   31   49   31   37   40    81   12
 99   10   14   31   25   29   29    76   14
100   22   10   32   27   29   27    95    7
101   46   20   19   39   35   31    71   14
102   22   44   36   35   37   42    98    6
103   31   46   47   45   47   49    72   18
104   25   23   17   39   38   37    83   20
105   41   49   46   60   61   62    98   17
106   15   23   35   36   39   41    87   18
107   40   25   43   41   42   39    86    9
108   11   13   35   32   36   36    81   19
109   16   43   40   35   39   44    87   12
110   32   24   49   35   38   36    98    2
111   21   21   18   26   26   26    95    7
112   25   37   40   46   49   51    89   19
113   17   11   32   20   23   22    82    5
114   27   46   26   27   27   29    61    8
115   13   13   19   24   25   25    85   12
116   36   44   42   49   50   52    93   13
117   49   25   47   62   61   56   100   18
118   29   35   25   35   34   35    60   17
119   43   36   29   46   44   43    70   19
120   27   45   36   33   34   38    88    4
121   39   31   18   31   28   27    67    9
122   20   14   35   23   26   24    75    7
123   27   50   20   31   29   34    95    2
124   15   43   25   30   31   35    66   15
125   31   34   36   35   36   37    95    4
126   28   40   26   35   35   37    90    8
127   26   35   13   32   30   31    69   14
128   21   37   25   41   42   45    95   17
129   21   48   36   29   32   36    76    7
130   49   11   47   35   35   30    65    9
131   42   36   22   26   23   23    68    1
132   17   49   12   28   27   33    83    9
133   49   23   12   31   25   20    81    1
134   33   23   15   22   20   18    61    5
135   37   18   44   38   40   35    99    4
136   50   36   17   37   31   29    83    3
137   10   46   35   29   33   38    65   15
138   23   15   25   28   29   27    80   11
139   20   26   18   22   21   22    94    2
140   45   13   48   36   37   31    88    2
141   26   31   15   22   20   21    71    4
142   20   27   37   19   22   23    73    1
143   34   20   40   25   26   23    77    0
144   17   29   35   17   20   21    70    1
145   26   23   32   24   25   24    75    4
146   48   28   45   50   49   46    71   19
147   20   29   16   26   25   27    76   10
148   45   12   10   35   30   25    73   12
149   43   14   46   46   47   41    85   14
150   28   38   20   29   28   30    61   12
