index 304
DMU 150
input 4
output 4
instance 4
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
 77   24   37   29   23   38   37   38   38    70   18
 78   18   34   40   50   43   41   42   45    66   19
 79   20   21   28   41   36   36   36   38    70   17
 80   11   43   24   49   42   40   43   43    98   10
 81   16   45   25   18   18   16   18   17    63    1
 82   18   34   40   13   25   23   24   26    78    4
 83   27   35   40   37   36   35   35   37    74   10
 84   21   36   30   48   36   35   36   37    93    4
 85   50   36   16   33   26   28   27   23    69    3
 86   48   25   42   13   47   49   46   46    87   20
 87   50   13   33   37   45   48   46   46    83   19
 88   49   44   34   47   31   32   32   30    72    0
 89   22   36   29   15   41   40   41   41    89   18
 90   20   39   30   47   46   44   46   47    92   14
 91   41   45   44   42   38   37   37   38    66    9
 92   50   26   18   49   40   43   42   38    86   10
 93   44   34   46   16   40   41   40   40    85   11
 94   49   41   25   28   44   45   45   40    92   11
 95   36   39   12   44   35   36   37   32    95    4
 96   34   46   30   36   48   47   48   46    96   12
 97   33   24   42   27   31   31   30   32    92    2
 98   28   16   25   30   35   36   35   36    67   19
 99   35   36   14   48   39   40   41   37    95    7
100   22   37   23   36   43   42   44   43    87   17
101   32   11   41   48   33   34   33   36    73   10
102   24   37   24   19   23   22   23   22    70    4
103   11   36   11   46   34   32   35   33    84   11
104   12   23   38   29   29   28   28   32    74   10
105   22   30   50   22   46   44   44   49    99   15
106   32   45   25   32   34   33   34   32    70   10
107   40   13   14   25   30   33   31   29    75   14
108   33   22   43   48   32   32   31   35    83    2
109   50   47   34   10   27   28   28   24    72    2
110   42   23   18   21   32   34   33   30    83   11
111   21   28   28   11   29   29   29   29    69   14
112   47   23   49   36   40   41   39   41    71   13
113   38   49   34   26   41   40   41   39    97    5
114   21   19   33   41   42   42   42   45    96   15
115   36   21   13   28   25   27   26   23    87    4
116   25   19   49   44   27   27   26   31    74    2
117   41   13   50   38   39   41   38   42    85   10
118   10   38   40   33   42   38   40   44    88   14
119   45   27   30   50   37   39   38   37    92    3
120   34   21   33   41   34   35   34   35    67   13
121   27   19   43   20   28   28   27   30    63   11
122   15   19   29   15   36   35   35   37    81   20
123   31   20   20   45   38   39   39   38    73   17
124   35   27   49   14   20   20   19   21    61    1
125   48   46   28   34   38   38   38   35    63   13
126   17   35   36   36   38   36   37   40    98    7
127   26   45   29   40   53   51   53   52    99   17
128   39   30   33   24   29   30   29   28    89    1
129   43   17   46   22   31   33   30   33    95    2
130   31   30   17   29   40   41   41   38    86   17
131   10   48   16   36   22   19   22   21    67    2
132   21   27   33   17   19   18   18   19    60    4
133   36   44   30   25   41   41   42   39    89   11
134   43   31   37   45   33   34   34   34    61   10
135   42   32   32   10   32   32   31   30    75   10
136   49   11   21   32   37   42   39   36    96   12
137   16   45   38   43   46   43   45   48    95   11
138   14   17   40   31   31   31   30   34    60   16
139   43   40   44   31   44   44   44   44    87   10
140   48   42   17   24   40   42   42   36    93   10
141   29   17   19   28   27   28   28   27    71   11
142   42   10   29   43   24   26   24   25    64    5
143   34   40   21   38   36   36   37   34    68   13
144   36   32   45   24   41   41   40   42    88   11
145   18   47   33   28   40   38   40   40    68   18
146   18   14   23   21   31   31   30   32    89   14
147   28   46   29   48   28   27   28   27    72    0
148   37   39   11   36   35   36   37   31    99    4
149   37   30   36   12   38   38   38   37    74   17
150   39   36   13   45   35   37   37   33    83    8
