index 337
DMU 150
input 5
output 5
instance 7
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
 68   15   26   27   47   46   27   33   31   30   30    84    2
 69   42   11   14   15   31   33   30   28   27   29    86   10
 70   48   13   21   12   49   38   34   32   29   33    87    8
 71   17   34   16   36   34   27   30   28   28   27    76    7
 72   32   48   16   44   40   26   27   24   26   24    71    0
 73   34   22   15   47   18   34   37   34   38   35    86   12
 74   33   24   23   49   15   31   34   33   36   34    67   14
 75   11   42   35   13   15   25   22   25   25   25    65   10
 76   43   47   21   43   42   34   34   32   34   32    65    8
 77   48   47   47   11   16   41   33   37   38   38    79   12
 78   31   48   50   29   22   37   34   38   39   38    86    7
 79   38   39   26   47   11   33   34   33   37   34    73   11
 80   35   31   31   45   40   36   39   38   38   37    91    4
 81   19   31   15   12   33   23   22   21   20   20    75    5
 82   11   33   17   44   12   23   28   27   31   26    90    6
 83   27   29   21   14   33   24   22   22   21   22    82    2
 84   29   43   15   12   48   42   39   38   37   37    72   18
 85   48   32   33   13   43   40   34   34   32   35    96    3
 86   34   41   32   27   34   44   42   43   43   42    93   12
 87   31   28   10   17   40   22   21   19   19   19    68    3
 88   26   30   37   45   44   40   44   43   42   42    95    7
 89   41   47   37   24   30   42   37   39   40   39    90    8
 90   45   20   47   33   31   41   40   41   40   43    95    7
 91   31   43   40   37   26   41   41   42   43   42    71   17
 92   21   15   32   43   32   35   41   40   39   39    86   13
 93   28   26   49   37   28   40   41   43   42   43    64   20
 94   33   32   22   12   24   31   27   27   28   28    76   10
 95   42   44   17   30   35   27   26   24   26   24    71    2
 96   36   14   49   30   39   29   29   30   28   31    68    6
 97   28   20   23   36   35   22   25   23   23   23    76    1
 98   11   32   44   33   39   26   28   29   27   28    66    6
 99   34   21   42   17   48   46   44   45   40   45    89   15
100   31   25   20   24   25   31   30   29   30   29    87    8
101   18   34   22   19   49   27   26   26   22   24    84    1
102   17   49   36   46   27   44   46   47   48   46    78   19
103   14   35   18   40   21   40   44   43   45   42    97   18
104   20   22   13   28   38   40   43   40   39   39    89   18
105   39   46   34   48   47   39   40   39   39   38    72    8
106   24   48   29   44   34   32   34   34   35   33    69    9
107   37   12   48   36   48   44   46   46   43   46    72   18
108   28   14   27   26   17   20   21   21   21   22    83    2
109   20   28   27   28   16   23   24   25   26   25    96    2
110   45   12   32   34   17   22   23   22   23   24    67    4
111   43   39   32   24   37   41   37   38   37   38    88    8
112   33   45   16   39   17   28   28   27   31   27    77    6
113   16   14   32   33   47   47   52   51   46   49   100   19
114   23   15   22   28   12   25   26   26   28   27    96    7
115   40   30   14   27   43   44   44   40   40   40    96   12
116   35   37   48   40   15   39   39   41   42   41    65   18
117   47   23   45   38   20   33   33   34   35   35    66   11
118   20   27   33   25   46   36   37   37   33   36    94    7
119   31   33   40   16   28   38   34   37   36   37    98    8
120   36   43   49   35   22   43   41   44   45   45    79   15
121   45   36   35   19   48   60   55   55   53   55    98   20
122   24   43   34   16   39   47   43   45   43   44    93   16
123   25   32   21   48   19   36   39   37   40   37    68   18
124   19   20   44   30   15   31   32   34   34   35    74   14
125   48   34   37   12   26   42   35   38   37   39    83   13
126   35   49   36   35   38   50   48   49   49   48    94   13
127   15   38   48   34   46   29   31   32   30   31    64    7
128   32   12   34   40   21   28   31   31   31   32    93    4
129   25   34   20   30   12   34   34   34   38   34    97   12
130   45   15   45   26   14   36   33   36   36   38    92    9
131   20   17   46   17   17   38   37   41   39   42    96   17
132   28   30   46   13   45   45   41   44   40   43    82   16
133   26   34   41   10   29   20   17   19   17   19    64    1
134   22   48   42   46   39   45   48   49   49   47    93   11
135   42   31   23   30   42   50   49   47   47   47    89   18
136   26   38   34   41   20   35   36   36   38   36    71   14
137   14   15   34   43   17   18   23   24   24   23    84    1
138   15   31   21   24   46   38   39   38   36   36    73   17
139   37   46   24   42   39   35   35   34   35   33    76    6
140   50   13   11   16   21   32   29   26   28   29    99    7
141   23   31   49   47   16   33   35   37   38   37    72   12
142   17   45   19   21   17   23   21   22   24   21    80    4
143   18   21   27   11   20   21   19   21   20   20    63    8
144   46   22   39   15   41   42   39   40   38   41    64   19
145   32   15   34   31   12   27   27   28   29   30    85    7
146   31   11   42   48   30   39   43   43   42   44    78   16
147   12   46   48   17   19   39   36   42   41   40    97   13
148   12   21   10   48   17   22   28   26   28   25    80    8
149   42   41   17   35   35   33   32   30   32   30    72    7
150   43   18   44   22   41   50   48   49   45   50    98   15
