index 455
DMU 200
input 5
output 5
instance 5
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
144   33   40   19   34   42   34   33   33   32   33    75    9
145   36   35   37   32   25   50   51   51   51   51    95   19
146   28   48   26   41   35   42   43   43   41   43    86   13
147   47   37   49   45   20   36   37   37   38   37    64   11
148   13   24   19   36   28   38   37   36   36   38    82   18
149   37   40   14   20   48   27   27   28   26   26    81    3
150   34   44   49   44   45   45   45   44   45   45    89    6
151   43   22   10   14   47   21   21   21   20   20    61    5
152   44   43   49   17   38   44   46   47   47   45    80   15
153   45   13   15   14   35   39   39   40   39   37    86   18
154   45   20   19   25   17   23   24   25   23   23    81    3
155   29   22   34   40   33   39   38   38   39   39    61   19
156   31   30   34   29   37   43   43   43   43   43    99   11
157   32   39   46   32   44   39   39   38   40   38    74   10
158   39   36   15   48   47   41   39   39   37   40    88    8
159   18   33   24   30   43   29   28   28   28   29    92    2
160   32   26   34   24   47   22   21   21   22   21    62    1
161   20   11   11   19   16   28   28   28   28   28    78   16
162   31   11   27   43   23   29   28   28   28   29    66   10
163   21   11   49   43   31   34   32   31   35   33    90    3
164   42   11   31   42   12   35   34   34   34   35    90    8
165   26   42   49   36   46   34   33   33   34   33    76    3
166   29   34   23   38   15   39   40   40   39   41    98   13
167   35   42   11   41   45   25   25   25   23   25    69    2
168   15   13   32   47   14   40   38   37   39   40    93   15
169   48   26   16   47   12   38   38   39   37   39    61   20
170   26   48   39   31   10   35   38   38   38   38    82   12
171   27   31   38   42   42   33   32   32   33   33    68    8
172   39   31   46   37   42   40   40   40   41   40    88    5
173   29   36   49   45   20   43   43   43   44   44    87   11
174   46   21   40   32   13   34   35   35   35   34    64   14
175   46   23   29   21   26   32   32   33   33   31    89    6
176   18   17   21   47   15   34   33   32   32   35    88   12
177   29   11   45   49   39   55   52   51   54   54    99   17
178   25   41   36   37   41   31   30   30   30   31    77    3
179   41   47   41   29   47   55   55   56   56   54    99   15
180   16   32   42   47   16   34   34   33   35   36    99    3
181   42   13   47   41   42   36   34   33   35   34    83    2
182   37   46   49   38   48   33   33   33   34   33    76    0
183   50   47   41   45   31   37   37   38   37   37    66    9
184   34   20   44   10   27   35   36   36   38   35    74   15
185   27   47   11   48   30   41   41   41   38   42    90   13
186   21   42   45   22   12   33   35   35   36   35    79   12
187   48   34   27   46   21   40   41   41   40   41    61   19
188   40   18   29   24   34   27   27   27   27   26    63    8
189   18   20   42   47   46   40   38   37   39   39    60   17
190   20   16   24   14   10   20   20   20   21   20    81    6
191   25   45   37   31   30   50   51   51   51   51    99   18
192   35   34   48   11   25   26   28   28   30   27    75    4
193   21   18   50   22   46   41   40   38   42   39    85   12
194   48   31   30   18   50   28   28   28   28   26    65    5
195   20   32   19   14   23   37   38   38   37   37    89   19
196   43   17   17   16   39   37   36   37   36   34    92   12
197   34   31   41   43   15   37   37   37   37   38    77   11
198   49   41   17   26   14   33   35   36   33   34    60   17
199   29   16   35   19   15   36   37   37   38   36    86   16
200   36   38   45   45   19   49   50   50   50   51    82   19
