index 489
DMU 250
input 2
output 2
instance 9
DMU   i1   i2   o1   o2   eff  err
151   29   28   38   38    89   13
152   29   34   39   39    65   18
153   18   35   24   25    65    6
154   42   25   32   31    63   12
155   29   43   44   45    91   10
156   32   45   40   41    71   12
157   47   25   31   30    77    5
158   22   13   22   21    82    8
159   38   16   30   28    94    6
160   33   49   50   51    91   11
161   17   36   32   33    66   13
162   33   44   56   57    98   17
163   24   31   44   45    90   19
164   34   39   41   42    90    8
165   40   12   26   24    68   10
166   49   37   40   39    76    8
167   27   31   44   45    93   17
168   49   36   43   42    68   15
169   17   19   23   23    67   11
170   49   36   33   32    65    6
171   40   31   25   24    71    0
172   40   43   48   48    74   17
173   25   21   27   27    88    7
174   19   36   29   31    81    6
175   34   27   26   26    74    4
176   22   38   24   26    78    0
177   19   38   41   43    80   17
178   31   39   45   45    83   15
179   36   41   49   50    91   14
180   47   24   37   36    61   17
181   31   42   37   38    82    6
182   20   29   30   31    88    8
183   11   45   38   40    68   17
184   19   34   23   24    67    4
185   10   28   20   21    86    2
186   22   21   35   35    83   17
187   27   42   32   33    67    8
188   44   41   51   50    75   19
189   30   43   44   45    70   18
190   20   33   30   31    91    5
191   22   15   25   25    73   12
192   49   48   41   41    79    3
193   13   41   37   39    75   15
194   40   46   58   59    95   17
195   24   46   37   39    74   10
196   25   33   32   32    90    5
197   45   28   27   26    72    2
198   32   36   46   46    86   16
199   29   45   42   44    79   12
200   39   20   28   27    87    4
201   30   45   49   50    98   11
202   36   19   29   28    84    7
203   16   41   38   40    75   15
204   15   11   16   15    76    6
205   18   40   31   32    68   10
206   25   26   27   27   100    1
207   21   16   25   24    87    9
208   13   13   15   15   100    2
209   45   48   41   41    68    9
210   16   28   20   21    67    5
211   42   35   41   40    87    8
212   28   23   24   23    82    3
213   34   47   42   43    92    4
214   42   37   51   50    97   13
215   29   25   38   38    84   16
216   50   25   51   49    87   20
217   28   29   36   36    81   13
218   20   18   22   22    68    9
219   46   46   50   50    91    8
220   44   21   26   24    78    2
221   36   30   41   41    96   10
222   23   37   33   34    78    9
223   29   26   32   32    92    7
224   16   19   17   17    67    5
225   36   41   32   32    74    3
226   40   27   30   29    92    0
227   28   31   37   38    95    9
228   46   47   36   36    66    5
229   46   14   30   29    64   13
230   30   22   29   29    76   10
231   45   26   36   35    66   14
232   23   38   33   34    85    6
233   13   40   44   47    91   18
234   46   49   49   49    92    5
235   11   12   13   13    64    6
236   30   26   32   32    79   10
237   24   40   32   33    62   11
238   22   31   37   37    69   18
239   40   42   27   27    63    1
240   32   40   36   37    90    3
241   19   18   23   23    96    5
242   18   29   22   22    68    5
243   43   28   36   35    76   10
244   17   49   38   40    69   13
245   48   37   35   34    70    6
246   35   29   31   31    68   10
247   21   12   24   23    68   13
248   27   49   36   38    61   12
249   16   41   29   31    69    8
250   40   41   32   32    61    7
