index 542
DMU 250
input 4
output 4
instance 2
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
121   13   35   12   39   32   30   31   29    68   14
122   27   34   18   10   18   18   18   16    64    4
123   44   39   11   18   31   33   32   27    65   14
124   14   11   27   31   27   26   27   30    84    9
125   31   41   37   49   43   42   43   43    89    7
126   21   22   21   44   28   27   28   28    76    7
127   13   49   11   35   34   30   34   28    98    6
128   46   42   32   24   37   39   38   35    98    3
129   25   13   11   15   22   23   22   21    73   11
130   42   25   26   21   40   43   41   40    87   17
131   48   13   39   16   28   31   29   31    71    9
132   16   45   22   38   45   42   44   42    88   17
133   37   39   16   28   37   38   38   34    67   18
134   46   36   35   17   32   34   33   32    97    1
135   12   37   18   14   28   27   28   27    78   12
136   24   21   36   13   34   34   34   36    88   13
137   40   45   25   41   42   43   43   39    95    7
138   33   35   46   29   33   33   33   35    67    9
139   35   20   46   14   36   37   36   40    79   14
140   30   33   37   34   44   43   44   45    94   12
141   25   41   34   16   26   25   26   26    81    2
142   49   41   15   21   26   29   27   22    79    3
143   25   37   25   19   29   29   30   28    73   10
144   48   27   39   37   36   39   37   37    96    1
145   18   10   18   43   28   28   28   29    88    8
146   41   48   36   40   43   43   44   42    91    6
147   14   14   34   41   31   29   30   34    80    9
148   17   17   11   49   37   36   36   35    85   16
149   33   30   50   14   30   30   30   34    85    3
150   36   10   27   27   33   35   33   35    99    9
151   46   43   12   32   37   39   39   31    99    6
152   13   47   49   25   37   33   36   39    78    9
153   15   45   20   50   40   37   39   37    68   16
154   44   46   48   32   59   59   59   59    96   18
155   30   38   24   21   29   29   29   27    86    5
156   21   40   25   19   24   23   24   23    61    8
157   24   20   49   26   41   40   40   46    87   14
158   38   19   14   49   36   38   36   34    86   11
159   40   41   13   42   41   42   41   37    69   18
160   31   31   18   40   36   36   36   34    64   17
161   31   33   30   28   32   32   32   31    85    6
162   37   26   17   40   29   31   30   27    83    5
163   47   23   37   19   48   52   49   50    96   20
164   36   41   34   38   41   41   41   40    81   11
165   15   42   31   21   47   44   46   46    98   19
166   21   40   20   12   26   25   26   23    90    5
167   26   34   14   33   28   28   28   25    74    8
168   40   28   42   15   33   35   34   36    84    8
169   24   45   18   44   42   40   42   38    99    9
170   47   12   33   11   40   45   42   43    88   20
171   37   48   38   28   45   44   45   44    87   12
172   14   39   48   18   36   34   36   38    64   16
173   41   48   44   34   42   41   42   42    76   10
174   48   39   22   29   30   33   32   27    87    2
175   36   11   21   44   20   21   20   20    69    1
176   11   28   19   45   36   33   35   34    86   12
177   17   30   29   26   27   25   26   27    78    6
178   23   33   11   15   27   27   27   25    60   15
179   13   11   33   48   26   24   24   28    73    5
180   23   17   15   40   28   28   28   27    93    6
181   16   42   12   32   32   30   32   28    91    8
182   46   24   17   33   44   48   46   42    91   19
183   30   19   13   35   36   38   37   35    87   16
184   31   30   47   34   36   35   35   39    85    5
185   47   35   31   36   49   51   50   48    89   17
186   46   37   29   25   40   42   41   39    73   16
187   34   26   50   46   40   40   39   44    86    6
188   24   11   35   49   24   24   23   26    68    3
189   47   49   17   12   37   40   39   33    81   14
190   31   19   27   13   19   21   20   21    86    1
191   48   13   23   37   37   41   38   37    82   14
192   28   28   13   32   22   22   22   20    76    3
193   19   36   25   23   35   33   35   34    99    9
194   48   42   30   44   32   33   33   30    70    4
195   47   29   40   31   36   38   37   37    82    7
196   11   47   46   23   36   33   35   37    62   15
197   41   21   23   14   26   29   27   26    93    5
198   40   29   28   49   47   48   47   46    85   16
199   32   43   34   39   50   49   50   49    83   19
200   41   43   45   20   36   36   36   37    63   13
201   17   23   12   23   19   18   19   17    62    7
202   10   34   49   34   41   38   40   44    72   16
203   40   24   15   25   39   42   41   37    85   19
204   45   13   32   21   26   29   27   28    89    3
205   42   29   31   32   46   48   46   46    89   17
206   27   29   43   19   21   21   21   23    60    3
207   39   21   46   27   47   49   47   51    90   18
208   40   45   25   11   38   40   39   36    88   13
209   49   37   20   37   45   48   47   42    99   12
210   36   26   47   25   47   48   47   51    93   16
211   12   42   33   36   26   22   25   25    78    0
212   37   34   31   24   28   28   28   27    64    8
213   12   45   30   20   45   42   45   44    93   19
214   32   45   17   29   33   33   33   30    69   12
215   46   32   34   30   23   25   24   23    62    2
216   43   29   43   20   41   43   42   43    89   12
217   38   34   35   21   28   29   29   29    75    5
218   11   41   25   25   35   31   34   33    94    9
219   29   43   18   48   26   25   26   23    62    4
220   46   50   40   21   29   30   30   28    73    1
221   40   29   11   24   26   29   27   22    91    4
222   17   15   14   20   23   23   23   23    86    9
223   45   32   11   36   48   51   50   44    98   20
224   40   30   42   10   20   21   20   21    61    2
225   49   10   30   46   41   45   41   43    93   11
226   43   17   22   42   23   26   24   23    72    2
227   10   37   16   30   37   34   37   34    85   16
228   14   25   40   46   40   36   38   42    90    9
229   33   19   32   41   40   40   39   41    79   15
230   43   46   45   30   52   52   52   52    90   15
231   29   31   49   22   28   27   27   31    77    2
232   19   47   47   35   37   34   36   38    77    7
233   45   47   45   46   51   51   51   51    70   19
234   45   20   46   45   46   48   46   49    98    8
235   41   37   23   15   33   35   34   30    98    6
236   25   19   19   13   20   21   20   20    82    5
237   11   36   21   42   18   16   18   17    62    0
238   30   18   42   34   28   28   27   31    75    4
239   39   22   37   18   20   22   21   22    66    2
240   37   33   30   23   27   28   28   27    62    9
241   41   29   18   29   28   30   29   27    62   11
242   38   16   33   45   38   39   37   39    72   14
243   24   29   39   27   28   27   27   30    75    5
244   10   13   32   45   29   26   27   31    75    8
245   44   41   48   21   33   34   34   35    85    1
246   25   37   49   20   28   26   27   30    67    5
247   34   31   45   49   38   37   37   40    93    0
248   44   13   35   35   28   31   28   30    76    5
249   21   16   35   30   20   19   19   22    60    4
250   29   17   16   30   28   29   28   27    62   14
