index 486
DMU 250
input 2
output 2
instance 6
DMU   i1   i2   o1   o2   eff  err
 80   22   44   35   27    90    2
 81   48   19   23   30    60    6
 82   29   28   22   23    61    5
 83   35   14   21   27    79    4
 84   44   46   30   29    61    2
 85   15   36   39   33    72   18
 86   38   28   36   39    97    5
 87   28   31   46   45    94   18
 88   21   42   36   29    87    6
 89   25   43   24   20    61    2
 90   24   28   20   19    60    4
 91   50   19   44   55    89   18
 92   35   42   37   35    76    7
 93   40   45   36   35    65    8
 94   45   27   31   36    80    4
 95   39   13   35   45    97   14
 96   42   12   34   44    94   13
 97   37   35   50   50    89   18
 98   10   38   41   32    89   16
 99   41   37   47   48    98    9
100   12   40   32   25    74   10
101   15   34   33   27    86    9
102   32   20   28   31    82    8
103   17   25   33   30    93   12
104   37   50   50   45    94    7
105   12   48   46   33    92   13
106   29   16   26   29    63   13
107   50   18   39   51    97   11
108   16   19   13   12    62    2
109   33   39   24   23    60    2
110   42   35   42   44    65   18
111   33   40   43   42    65   19
112   27   42   45   41    68   20
113   21   41   42   36    92   11
114   10   19   24   22    60   14
115   13   39   48   38    95   19
116   27   23   37   39    99   13
117   20   23   35   34    78   18
118   37   23   41   46    90   16
119   39   20   33   37    63   16
120   25   31   24   23    66    5
121   26   14   28   32    89   12
122   19   42   32   25    78    5
123   20   15   28   30    97   12
124   32   32   30   30    86    2
125   16   22   27   26    77   12
126   20   11   22   24    62   13
127   16   48   38   28    90    5
128   36   36   42   42    71   16
129   14   33   41   34    98   15
130   27   17   24   27    65   11
131   26   25   29   29    90    6
132   42   30   46   50    88   16
133   25   35   50   46    98   19
134   42   45   45   44    89    6
135   32   31   28   29    84    2
136   10   17   26   24    96   12
137   23   22   33   33    90   13
138   50   31   34   39    69    8
139   28   29   39   39    67   20
140   42   30   38   42    87    8
141   48   44   42   43    65   13
142   18   29   34   31    74   15
143   46   49   54   53    94    9
144   35   48   48   44    78   14
145   50   17   31   38    62   13
146   20   24   21   20    71    5
147   30   25   37   39    93   12
148   11   15   23   22    82   12
149   25   28   25   24    71    6
150   35   47   48   45    80   14
151   37   36   36   37    81    7
152   31   48   50   45    89   13
153   11   27   21   17    70    6
154   39   15   15   20    63    0
155   43   39   36   37    77    5
156   27   28   21   20    64    3
157   43   37   46   48    86   12
158   24   41   49   44    89   18
159   17   32   30   26    62   13
160   15   32   37   33    69   19
161   38   22   34   39    90    9
162   33   38   50   48    85   19
163   38   27   27   29    64    7
164   16   27   37   34    76   19
165   49   31   38   42    74   10
166   27   44   49   43    97   12
167   25   47   40   33    87    6
168   13   27   27   23    77   10
169   46   27   39   44    72   15
170   25   48   33   27    70    5
171   16   44   29   21    82    1
172   15   38   21   15    62    2
173   21   45   44   36    93   10
174   17   13   12   13    62    3
175   39   26   35   38    62   16
176   27   29   25   24    74    4
177   21   14   18   21    93    3
178   18   27   30   28    61   15
179   30   41   52   48    89   19
180   22   46   44   36    93    9
181   37   31   29   31    70    6
182   41   38   40   41    89    5
183   39   44   43   42    78   10
184   50   26   38   44    64   16
185   24   29   28   27    75    8
186   50   39   44   47    76   11
187   32   38   40   38    80   11
188   48   17   27   38    88    3
189   21   46   45   36    96    9
190   31   29   31   32    68   11
191   42   41   57   57    91   19
192   16   29   36   33    75   18
193   34   45   47   43    99    6
194   35   31   41   42    71   18
195   15   25   23   19    97    2
196   11   29   28   24    60   14
197   29   33   42   41    74   19
198   11   15   25   24    91   13
199   43   46   37   37    72    5
200   35   46   44   42    60   19
201   36   13   22   28    70    7
202   49   39   46   48    65   18
203   24   20   37   38    96   16
204   40   15   37   45    87   16
205   18   30   38   35    71   20
206   43   35   36   38    84    4
207   35   15   33   39    70   18
208   26   23   27   28   100    3
209   43   15   20   27    65    4
210   30   15   37   42    95   18
211   35   41   47   45    72   19
212   27   30   21   21    60    4
213   44   16   35   41    61   19
214   49   45   44   45    65   14
215   33   50   53   48    78   19
216   15   47   44   34    90   12
217   27   21   37   38    81   18
218   22   22   34   34    84   16
219   36   11   38   48    99   19
220   43   19   36   42    73   16
221   13   23   22   18    91    4
222   27   43   37   32    71   10
223   11   18   15   13    90    1
224   44   14   32   39    61   17
225   34   35   38   37    97    4
226   11   17   17   15    99    2
227   26   47   37   32    71    9
228   35   49   47   44    69   17
229   37   17   24   30    82    4
230   47   48   44   44    87    3
231   15   40   37   30    75   13
232   40   35   46   48    80   17
233   38   11   34   44    94   15
234   39   30   31   33    67    9
235   24   29   28   26    80    6
236   35   19   22   26    68    5
237   15   34   33   27    75   12
238   47   29   44   50    83   15
239   20   13   30   33    92   16
240   30   12   35   41    93   18
241   15   25   20   18    61    7
242   37   30   41   43    80   15
243   37   27   36   39    89    9
244   23   22   25   25    77    8
245   33   36   40   38    93    7
246   19   40   44   37    92   14
247   21   26   21   20    70    4
248   22   41   47   41    82   19
249   40   31   46   49    97   13
250   15   38   32   24    93    4
