index 367
DMU 200
input 2
output 2
instance 7
DMU   i1   i2   o1   o2   eff  err
 92   48   45   47   48    96    3
 93   25   40   41   38    84   12
 94   14   32   36   32    98   11
 95   21   37   31   28    97    1
 96   23   14   23   24    74   10
 97   41   16   26   31    98    1
 98   22   11   28   30    79   16
 99   33   26   46   47    94   19
100   45   27   38   42    84   10
101   17   12   13   14    87    1
102   33   17   32   34    62   18
103   18   30   44   41    98   19
104   26   35   30   29    86    3
105   38   25   33   36    98    4
106   43   15   21   26    78    1
107   45   15   23   27    64    6
108   11   12    9    9    77    0
109   42   34   47   48    76   19
110   43   46   34   34    67    4
111   41   46   47   46    70   16
112   43   47   51   51    78   16
113   13   36   25   21    77    4
114   15   33   33   30    78   13
115   32   38   37   36    66   13
116   42   49   61   60    95   17
117   30   43   28   26    62    4
118   49   41   53   55    82   17
119   14   45   34   28    84    6
120   45   22   36   39    67   15
121   13   47   36   29    93    4
122   23   48   46   42    89   12
123   13   43   29   24    82    3
124   47   24   25   29    74    1
125   47   19   35   40    87    9
126   11   46   42   36    83   15
127   23   23   23   23    95    1
128   21   34   20   18    66    1
129   14   20   16   15    89    0
130   21   18   27   27    67   14
131   33   14   24   27    66   10
132   36   42   42   42    64   17
133   29   48   39   36    82    6
134   14   43   29   24    83    3
135   21   29   43   42    97   18
136   19   43   45   41    73   20
137   40   41   39   39    65   13
138   35   27   27   28    72    5
139   14   44   32   27    78    7
140   36   43   31   30    62    6
141   10   14   13   12    90    2
142   43   46   41   40    80    5
143   28   17   17   18    64    3
144   38   40   48   48    77   18
145   36   12   36   40    93   16
146   26   39   34   32    85    5
147   31   20   38   40    87   17
148   32   19   25   27    98    1
149   26   17   38   40    90   20
150   19   32   30   28    65   12
151   28   45   42   39    97    5
152   48   23   37   41    73   13
153   47   15   38   44    95   12
154   26   27   29   29    88    6
155   47   46   49   50    70   17
156   42   11   29   34    70   13
157   14   15   13   13    77    2
158   31   48   44   41    83   10
159   13   21   23   22    75   10
160   12   49   46   39    96   13
161   17   34   24   21    81    2
162   16   36   33   30    83   10
163   34   32   49   50    90   20
164   48   16   29   33    66   10
165   44   40   42   43    78   10
166   34   22   30   32    86    7
167   15   47   51   45    93   19
168   18   33   28   25    99    1
169   24   23   35   35    85   15
170   49   15   23   28    72    3
171   11   42   31   24    95    2
172   35   13   33   37    86   15
173   15   43   36   31    85    9
174   47   21   33   37    69   12
175   43   42   49   49    98    7
176   48   47   44   44    74    9
177   47   11   28   35    93    5
178   16   31   24   22    84    3
179   48   50   35   35    66    3
180   29   22   41   42    89   19
181   38   39   37   37    75    8
182   26   47   42   38    82   10
183   11   35   29   26    71   11
184   31   31   41   41    98   11
185   45   40   43   44    69   14
186   19   31   19   17    69    1
187   15   12   23   24    70   14
188   33   11   30   35    94   12
189   33   17   32   34    80   13
190   44   12   29   33    65   13
191   27   29   36   35    98    8
192   21   14   19   20    84    5
193   33   29   40   40    87   13
194   43   15   19   23    62    3
195   12   48   28   22    76    2
196   48   32   34   37    85    2
197   33   13   29   34    99    9
198   43   34   45   47    86   13
199   41   32   36   38    85    6
200   27   34   44   42    88   16
