index 483
DMU 250
input 2
output 2
instance 3
DMU   i1   i2   o1   o2   eff  err
238   14   38   23   26    72    6
239   13   16   28   28    61   19
240   28   11   23   21    87    5
241   40   42   35   35    74    5
242   30   35   47   48    94   17
243   28   13   26   24    77    9
244   10   17   15   16    73    6
245   34   19   33   31    76   12
246   18   41   25   27    75    4
247   10   45   26   31    79    7
248   23   19   22   21    78    5
249   26   24   24   24    72    6
250   28   33   30   31    67   10
