index 484
DMU 250
input 2
output 2
instance 4
DMU   i1   i2   o1   o2   eff  err
197   36   32   51   50    93   19
198   45   24   25   23    62    3
199   18   47   37   40    64   17
200   33   28   35   34    94    6
201   18   14   20   20    64   10
202   23   21   22   22    69    7
203   28   46   32   34    82    2
204   29   48   34   36    79    4
205   37   39   45   45    79   15
206   11   36   23   27    84    4
207   37   30   29   28    81    2
208   36   12   36   32    92   13
209   39   36   44   44    80   14
210   13   45   32   36    79   10
211   43   26   43   40    82   14
212   41   49   39   40    71    7
213   44   27   34   31    85    3
214   24   10   34   32    83   19
215   30   28   34   34    96    6
216   24   45   37   41    88    8
217   16   25   28   29    61   16
218   32   17   35   33    68   18
219   20   25   36   37    94   15
220   15   40   23   27    77    3
221   26   27   39   39    82   17
222   27   12   38   35    97   18
223   49   37   42   40    89    3
224   40   46   52   53    88   14
225   27   26   32   31   100    5
226   39   40   51   51    82   19
227   16   22   29   30    80   14
228   48   15   48   42    89   18
229   19   19   21   21    86    5
230   37   46   39   41    95    0
231   33   14   35   33    74   17
232   34   12   37   34    89   16
233   31   12   22   20    64    8
234   16   33   38   40    76   20
235   36   35   41   41    99    6
236   11   39   26   31    89    5
237   37   43   40   41    98    1
238   39   38   43   43    90    8
239   35   45   37   39    69   10
240   45   42   34   34    71    3
241   27   34   33   35    94    5
242   29   14   23   21    66    8
243   39   29   44   42    92   12
244   17   21   29   30    92   12
245   16   22   35   36    95   17
246   30   30   31   31    98    2
247   46   38   51   50    75   19
248   16   16   22   22    99    6
249   20   16   12   12    63    1
250   20   48   34   38    68   12
