index 336
DMU 150
input 5
output 5
instance 6
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
126   29   20   13   30   12   33   32   35   35   30    99   13
127   15   25   37   30   37   25   27   25   25   28    71    5
128   27   23   22   33   36   35   36   36   36   36    69   16
129   19   40   21   26   22   37   36   37   35   35    82   15
130   41   40   31   15   38   42   39   39   38   40    87   11
131   44   28   35   47   19   31   30   32   34   29    75    6
132   26   42   25   37   31   42   42   43   42   41    80   16
133   16   34   39   30   20   45   46   46   45   45    94   19
134   30   40   15   31   41   28   27   28   26   27    67    6
135   12   11   48   42   36   22   29   25   26   29    80    2
136   11   20   47   48   34   31   36   34   34   36    68   12
137   21   44   22   32   28   36   35   37   34   34    75   13
138   47   11   23   15   43   31   30   29   31   33    83    8
139   10   15   36   14   21   37   39   36   37   40    92   20
140   47   34   10   17   27   35   30   33   33   31    93    8
141   16   26   43   19   47   31   33   30   30   35    61   13
142   34   23   30   14   40   38   38   36   37   40    80   15
143   16   14   35   30   11   26   28   28   29   28    89    9
144   10   20   38   21   30   32   34   32   32   35    77   14
145   14   31   31   12   20   35   34   33   32   34    93   13
146   46   39   46   17   40   42   39   37   38   41    92    5
147   10   11   29   11   22   23   25   23   23   26    70   12
148   47   44   37   11   10   40   34   36   36   33    82   12
149   39   26   15   30   47   36   36   36   36   38    97    6
150   44   39   39   48   24   49   49   51   52   47    93   14
