index 364
DMU 200
input 2
output 2
instance 4
DMU   i1   i2   o1   o2   eff  err
138   30   48   49   52    86   16
139   50   36   35   34    63    8
140   16   33   30   33    95    7
141   48   25   35   31    93    1
142   42   13   32   28    76   11
143   50   13   41   35    91   12
144   33   37   52   52    99   17
145   49   44   49   48    94    5
146   34   47   50   52    77   19
147   22   36   30   32    74    9
148   29   15   25   24    60   12
149   20   39   32   35    80    9
150   30   47   45   47    78   15
151   41   45   51   51    74   19
152   44   42   44   44    95    3
153   50   26   30   27    66    5
154   18   49   27   31    75    2
155   44   34   46   45    82   14
156   46   16   35   31    67   14
157   49   41   39   38    70    7
158   25   28   36   36    75   16
159   36   39   36   37    65   12
160   12   44   30   35    90    5
161   34   46   38   40    76    8
162   30   36   42   43    77   17
163   33   24   31   30    77    9
164   42   27   39   37    62   17
165   28   16   32   30    99   10
166   25   30   43   44    87   19
167   35   36   50   50    90   18
168   14   48   48   54    96   19
169   22   37   40   42    77   17
170   23   36   32   34    76   10
171   32   11   20   17    89    1
172   41   48   44   45    90    4
173   24   37   30   32    66   10
174   24   19   20   19    72    4
175   11   36   26   30    98    3
176   11   46   38   42    65   20
177   12   23   31   32    69   19
178   38   29   23   22    69    0
179   22   30   41   42    87   18
180   50   22   49   44    96   14
181   32   45   41   43    83    9
182   25   32   28   29    64   10
183   40   13   34   29    84   11
184   14   25   23   24    62   11
185   33   22   26   25    81    4
186   43   48   40   41    62   12
187   50   47   34   34    66    2
188   34   10   38   34    83   19
189   42   23   35   32    86    7
190   18   21   34   34    85   17
191   21   28   25   26    61   10
192   28   11   22   19    89    4
193   47   23   42   38    87   11
194   49   36   50   48    93   10
195   38   49   54   55    89   15
196   34   26   36   35    88   10
197   21   19   31   31    85   14
198   33   41   37   38    95    2
199   36   21   29   27    95    2
200   13   28   30   32    92   11
