index 424
DMU 200
input 4
output 4
instance 4
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
171   12   32   34   45   28   30   31   30    75    6
172   20   47   28   35   29   31   29   30    76    5
173   29   39   48   17   36   38   35   38    84    9
174   20   14   37   38   23   24   26   24    73    4
175   24   42   34   20   29   30   28   30    64   10
176   27   43   28   45   38   39   38   38    64   15
177   31   48   46   49   42   44   44   44    99    0
178   45   31   12   19   31   29   28   29    78    9
179   30   18   15   49   39   38   41   37    72   18
180   47   10   46   38   36   34   38   35    75    9
181   27   30   32   32   36   36   36   36    83   11
182   17   34   15   48   26   27   28   26    61    9
183   24   44   30   18   38   39   36   39    66   19
184   32   30   39   30   32   32   32   32    71    9
185   39   15   15   31   38   35   38   36    75   18
186   38   36   20   40   47   46   47   46    82   19
187   19   15   30   37   33   33   35   34    61   18
188   16   37   31   50   33   35   35   34    65   12
189   44   12   36   23   29   27   29   28    68    9
190   43   12   14   44   30   26   31   27    78    6
191   14   19   32   29   30   31   32   32    97    8
192   29   34   31   42   42   43   44   43    90   12
193   30   29   32   21   43   43   42   44    87   19
194   35   33   46   38   45   45   46   46    90   11
195   11   18   44   27   27   29   29   29    61   13
196   32   47   39   38   38   40   38   39    84    6
197   50   32   30   39   46   43   45   43    91   10
198   36   45   24   39   44   44   43   43    99    8
199   14   26   49   39   31   33   34   33    69   10
200   48   40   19   21   29   26   25   26    82    1
