index 512
DMU 250
input 3
output 3
instance 2
DMU   i1   i2   i3   o1   o2   o3   eff  err
180   35   46   42   59   62   60    96   20
181   32   24   25   44   43   44    93   19
182   13   11   15   18   17   18    67    9
183   42   25   26   26   24   26    72    4
184   21   48   13   42   49   45    92   18
185   39   16   16   27   25   27    60   13
186   45   22   38   32   27   31    87    1
187   37   39   16   33   35   35    66   14
188   28   46   36   42   45   43    80   13
189   35   17   12   17   16   18    64    4
190   37   18   14   19   17   19    75    2
191   24   21   36   38   36   37    90   13
192   13   40   45   43   47   42    96   11
193   25   41   33   45   48   46    83   18
194   35   46   29   36   38   37    69   11
195   35   20   46   48   43   45    82   19
196   14   30   33   39   41   38    91   15
197   37   34   25   36   37   37    93    7
198   41   34   16   40   41   42    96   12
199   49   41   15   52   53   55    95   20
200   21   25   37   37   36   36    80   14
201   25   19   48   39   36   37    79   14
202   27   39   37   30   32   30    81    2
203   18   10   18   24   21   23    99    8
204   43   41   48   46   45   45    72   14
205   36   40   14   25   27   27    69    5
206   14   34   41   42   45   41    97   13
207   17   17   11   23   24   24    97    9
208   49   33   30   32   29   32    85    0
209   50   14   36   39   30   37    95    6
210   10   27   27   38   41   38    97   17
211   46   43   12   46   49   50    95   16
212   32   13   47   46   40   43    96   15
213   49   25   15   42   38   43    95   14
214   45   20   50   41   36   39    70   13
215   44   46   48   58   58   58    96   14
216   32   30   38   38   37   37    95    6
217   24   21   21   33   33   33    91   13
218   40   25   19   28   26   29    87    4
219   24   20   49   35   32   32    73   11
220   26   38   19   30   33   32    65   13
221   14   49   40   37   42   37    75   11
222   41   13   42   31   26   29    69    8
223   31   31   18   38   39   39    69   20
224   40   31   33   27   26   27    63    5
225   30   28   37   31   30   30    61   11
226   26   17   40   26   22   24    86    1
227   47   23   37   43   39   42    71   17
228   19   36   41   43   45   42    92   13
229   34   38   15   33   36   35    80   11
230   42   31   21   23   22   24    68    2
231   21   40   20   25   30   27    92    1
232   12   26   34   27   28   26    84    6
233   14   33   40   39   42   38    89   13
234   28   42   15   33   37   35    72   14
235   24   45   18   38   44   40    87   14
236   44   47   12   22   25   25    68    0
237   33   11   37   40   34   37    87   15
238   48   38   28   45   44   46    83   14
239   14   39   48   46   49   45    80   19
240   18   41   48   42   45   42    73   16
241   44   34   48   48   45   47    91    9
242   39   22   29   26   23   25    79    2
243   36   11   21   33   29   32    68   17
244   44   11   28   26   20   25    79    4
245   19   45   17   24   30   26    88    1
246   30   29   26   33   33   33    66   14
247   23   33   11   25   28   27    83    7
248   15   13   11   29   29   29    95   17
249   33   48   23   26   30   28    74    1
250   17   15   40   26   24   24    79    6
